Linha,040
Tabela,003
num,ponto,horario
105211,TERMINAL CIC/TERM.PINHEIRINHO,05:08
105718,TERMINAL PINHEIRINHO,05:21
105206,TERMINAL CIC/TERM.FAZENDINHA,05:29
105316,TERM.FAZENDINHA/TERM.C.COMPRID,05:45
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,06:06
106001,TERMINAL SANTA FELICIDADE,06:29
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,06:50
105309,TERM.FAZENDINHA/TERM. CIC,07:08
105211,TERMINAL CIC/TERM.PINHEIRINHO,07:23
105718,TERMINAL PINHEIRINHO,07:36
105206,TERMINAL CIC/TERM.FAZENDINHA,07:44
105316,TERM.FAZENDINHA/TERM.C.COMPRID,08:00
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,08:21
106001,TERMINAL SANTA FELICIDADE,08:44
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,09:05
105309,TERM.FAZENDINHA/TERM. CIC,09:23
105211,TERMINAL CIC/TERM.PINHEIRINHO,09:38
105718,TERMINAL PINHEIRINHO,09:52
105206,TERMINAL CIC/TERM.FAZENDINHA,10:01
105316,TERM.FAZENDINHA/TERM.C.COMPRID,10:17
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,10:40
106001,TERMINAL SANTA FELICIDADE,11:03
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,11:24
105309,TERM.FAZENDINHA/TERM. CIC,11:45
105211,TERMINAL CIC/TERM.PINHEIRINHO,12:01
105718,TERMINAL PINHEIRINHO,12:15
105206,TERMINAL CIC/TERM.FAZENDINHA,12:24
105316,TERM.FAZENDINHA/TERM.C.COMPRID,12:41
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,13:03
106001,TERMINAL SANTA FELICIDADE,13:26
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,13:47
105309,TERM.FAZENDINHA/TERM. CIC,14:10
105211,TERMINAL CIC/TERM.PINHEIRINHO,14:26
105718,TERMINAL PINHEIRINHO,14:40
105206,TERMINAL CIC/TERM.FAZENDINHA,14:49
105316,TERM.FAZENDINHA/TERM.C.COMPRID,15:06
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,15:28
106001,TERMINAL SANTA FELICIDADE,15:51
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,16:12
105309,TERM.FAZENDINHA/TERM. CIC,16:35
105211,TERMINAL CIC/TERM.PINHEIRINHO,16:51
105718,TERMINAL PINHEIRINHO,17:05
105206,TERMINAL CIC/TERM.FAZENDINHA,17:14
105316,TERM.FAZENDINHA/TERM.C.COMPRID,17:31
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,17:53
106001,TERMINAL SANTA FELICIDADE,18:16
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,18:37
105309,TERM.FAZENDINHA/TERM. CIC,19:00
105211,TERMINAL CIC/TERM.PINHEIRINHO,19:16
105718,TERMINAL PINHEIRINHO,19:30
105206,TERMINAL CIC/TERM.FAZENDINHA,19:39
105316,TERM.FAZENDINHA/TERM.C.COMPRID,19:56
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,20:18
106001,TERMINAL SANTA FELICIDADE,20:41
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,21:02
105309,TERM.FAZENDINHA/TERM. CIC,21:24
105211,TERMINAL CIC/TERM.PINHEIRINHO,21:39
105718,TERMINAL PINHEIRINHO,21:53
105206,TERMINAL CIC/TERM.FAZENDINHA,22:02
105316,TERM.FAZENDINHA/TERM.C.COMPRID,22:19
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,22:40
106001,TERMINAL SANTA FELICIDADE,23:01
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,23:22
105309,TERM.FAZENDINHA/TERM. CIC,23:43
105211,TERMINAL CIC/TERM.PINHEIRINHO,23:58
105718,TERMINAL PINHEIRINHO,00:11
105206,TERMINAL CIC/TERM.FAZENDINHA,00:19
