Linha,616
Tabela,001
num,ponto,horario
105807,TERMINAL PORTAO (T.FANNY L.VERDE),05:45
108209,ESTAÇÃO FANNY,06:07
105810,TERMINAL PORTAO (T.STA.BERNADETH),06:27
108207,ESTACAO TUBO STA.BERNADETHE,06:47
105807,TERMINAL PORTAO (T.FANNY L.VERDE),07:05
108209,ESTAÇÃO FANNY,07:29
105810,TERMINAL PORTAO (T.STA.BERNADETH),07:51
108207,ESTACAO TUBO STA.BERNADETHE,08:13
105807,TERMINAL PORTAO (T.FANNY L.VERDE),08:33
108209,ESTAÇÃO FANNY,08:57
105810,TERMINAL PORTAO (T.STA.BERNADETH),09:19
108207,ESTACAO TUBO STA.BERNADETHE,09:41
105807,TERMINAL PORTAO (T.FANNY L.VERDE),10:01
108209,ESTAÇÃO FANNY,10:25
105810,TERMINAL PORTAO (T.STA.BERNADETH),10:47
108207,ESTACAO TUBO STA.BERNADETHE,11:09
105807,TERMINAL PORTAO (T.FANNY L.VERDE),11:29
108209,ESTAÇÃO FANNY,11:53
105810,TERMINAL PORTAO (T.STA.BERNADETH),12:15
108207,ESTACAO TUBO STA.BERNADETHE,12:37
105807,TERMINAL PORTAO (T.FANNY L.VERDE),12:57
108209,ESTAÇÃO FANNY,13:21
105810,TERMINAL PORTAO (T.STA.BERNADETH),13:43
108207,ESTACAO TUBO STA.BERNADETHE,14:05
105807,TERMINAL PORTAO (T.FANNY L.VERDE),14:25
108209,ESTAÇÃO FANNY,14:49
105810,TERMINAL PORTAO (T.STA.BERNADETH),15:11
108207,ESTACAO TUBO STA.BERNADETHE,15:33
105807,TERMINAL PORTAO (T.FANNY L.VERDE),15:53
108209,ESTAÇÃO FANNY,16:17
105810,TERMINAL PORTAO (T.STA.BERNADETH),16:39
108207,ESTACAO TUBO STA.BERNADETHE,17:01
105807,TERMINAL PORTAO (T.FANNY L.VERDE),17:21
108209,ESTAÇÃO FANNY,17:45
105810,TERMINAL PORTAO (T.STA.BERNADETH),18:07
108207,ESTACAO TUBO STA.BERNADETHE,18:29
105807,TERMINAL PORTAO (T.FANNY L.VERDE),18:49
108209,ESTAÇÃO FANNY,19:13
105810,TERMINAL PORTAO (T.STA.BERNADETH),19:35
108207,ESTACAO TUBO STA.BERNADETHE,19:57
105807,TERMINAL PORTAO (T.FANNY L.VERDE),20:17
108209,ESTAÇÃO FANNY,20:41
105810,TERMINAL PORTAO (T.STA.BERNADETH),21:03
108207,ESTACAO TUBO STA.BERNADETHE,21:25
105807,TERMINAL PORTAO (T.FANNY L.VERDE),21:45
108209,ESTAÇÃO FANNY,22:07
105810,TERMINAL PORTAO (T.STA.BERNADETH),22:29
108207,ESTACAO TUBO STA.BERNADETHE,22:51
105807,TERMINAL PORTAO (T.FANNY L.VERDE),23:15
108209,ESTAÇÃO FANNY,23:33
105810,TERMINAL PORTAO (T.STA.BERNADETH),23:53
