Linha,338
Tabela,008
num,ponto,horario
105104,TERMINAL CENTENARIO,06:34
105509,TERMINAL HAUER,07:17
105104,TERMINAL CENTENARIO,07:58
105509,TERMINAL HAUER,08:46
105104,TERMINAL CENTENARIO,09:30
105509,TERMINAL HAUER,10:13
105104,TERMINAL CENTENARIO,10:55
105509,TERMINAL HAUER,11:38
105104,TERMINAL CENTENARIO,12:20
105509,TERMINAL HAUER,13:03
105104,TERMINAL CENTENARIO,13:45
105509,TERMINAL HAUER,14:28
105104,TERMINAL CENTENARIO,15:10
105509,TERMINAL HAUER,15:52
105104,TERMINAL CENTENARIO,16:37
105509,TERMINAL HAUER,17:19
105104,TERMINAL CENTENARIO,18:04
105509,TERMINAL HAUER,18:47
105104,TERMINAL CENTENARIO,19:35
105509,TERMINAL HAUER,20:14
105104,TERMINAL CENTENARIO,20:55
105509,TERMINAL HAUER,21:30
105104,TERMINAL CENTENARIO,22:05
105509,TERMINAL HAUER,22:40
105104,TERMINAL CENTENARIO,23:16
105509,TERMINAL HAUER,23:52
105104,TERMINAL CENTENARIO,00:28
