Linha,X44
Tabela,002
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:45
104703,TERMINAL CAPAO DA IMBUIA,06:15
104703,TERMINAL CAPAO DA IMBUIA,06:45
104703,TERMINAL CAPAO DA IMBUIA,07:15
104703,TERMINAL CAPAO DA IMBUIA,07:45
104703,TERMINAL CAPAO DA IMBUIA,08:15
104703,TERMINAL CAPAO DA IMBUIA,08:45
104703,TERMINAL CAPAO DA IMBUIA,09:15
104703,TERMINAL CAPAO DA IMBUIA,09:41
104703,TERMINAL CAPAO DA IMBUIA,10:07
104703,TERMINAL CAPAO DA IMBUIA,10:33
104703,TERMINAL CAPAO DA IMBUIA,10:59
104703,TERMINAL CAPAO DA IMBUIA,11:25
104703,TERMINAL CAPAO DA IMBUIA,11:51
104703,TERMINAL CAPAO DA IMBUIA,12:17
104703,TERMINAL CAPAO DA IMBUIA,12:43
104703,TERMINAL CAPAO DA IMBUIA,13:09
104703,TERMINAL CAPAO DA IMBUIA,13:35
104703,TERMINAL CAPAO DA IMBUIA,14:01
104703,TERMINAL CAPAO DA IMBUIA,14:27
104703,TERMINAL CAPAO DA IMBUIA,14:53
104703,TERMINAL CAPAO DA IMBUIA,15:19
104703,TERMINAL CAPAO DA IMBUIA,15:45
104703,TERMINAL CAPAO DA IMBUIA,16:11
104703,TERMINAL CAPAO DA IMBUIA,16:37
104703,TERMINAL CAPAO DA IMBUIA,17:03
104703,TERMINAL CAPAO DA IMBUIA,17:29
104703,TERMINAL CAPAO DA IMBUIA,17:55
104703,TERMINAL CAPAO DA IMBUIA,18:21
104703,TERMINAL CAPAO DA IMBUIA,18:47
104703,TERMINAL CAPAO DA IMBUIA,19:13
104703,TERMINAL CAPAO DA IMBUIA,19:39
104703,TERMINAL CAPAO DA IMBUIA,20:05
104703,TERMINAL CAPAO DA IMBUIA,20:31
104703,TERMINAL CAPAO DA IMBUIA,20:57
104703,TERMINAL CAPAO DA IMBUIA,21:23
104703,TERMINAL CAPAO DA IMBUIA,21:49
104703,TERMINAL CAPAO DA IMBUIA,22:15
104703,TERMINAL CAPAO DA IMBUIA,22:41
104703,TERMINAL CAPAO DA IMBUIA,23:07
104703,TERMINAL CAPAO DA IMBUIA,23:37
104703,TERMINAL CAPAO DA IMBUIA,00:07
