Linha,710
Tabela,001
num,ponto,horario
105304,TERM.FAZ./P.BELO,05:40
105313,TERM.FAZ./STA.AMELIA,06:05
180442,BAIRRO SANTA AMELIA,06:12
105304,TERM.FAZ./P.BELO,06:20
105313,TERM.FAZ./STA.AMELIA,06:45
180442,BAIRRO SANTA AMELIA,06:52
105304,TERM.FAZ./P.BELO,07:00
105313,TERM.FAZ./STA.AMELIA,07:25
180442,BAIRRO SANTA AMELIA,07:32
105304,TERM.FAZ./P.BELO,07:40
105313,TERM.FAZ./STA.AMELIA,08:05
180442,BAIRRO SANTA AMELIA,08:12
105304,TERM.FAZ./P.BELO,08:20
105313,TERM.FAZ./STA.AMELIA,08:45
180442,BAIRRO SANTA AMELIA,08:52
105304,TERM.FAZ./P.BELO,09:00
105313,TERM.FAZ./STA.AMELIA,09:25
180442,BAIRRO SANTA AMELIA,09:32
105304,TERM.FAZ./P.BELO,09:40
105313,TERM.FAZ./STA.AMELIA,10:05
180442,BAIRRO SANTA AMELIA,10:12
105304,TERM.FAZ./P.BELO,10:20
105313,TERM.FAZ./STA.AMELIA,10:45
180442,BAIRRO SANTA AMELIA,10:52
105304,TERM.FAZ./P.BELO,11:00
105313,TERM.FAZ./STA.AMELIA,11:25
180442,BAIRRO SANTA AMELIA,11:32
105304,TERM.FAZ./P.BELO,11:40
105313,TERM.FAZ./STA.AMELIA,12:05
180442,BAIRRO SANTA AMELIA,12:12
105304,TERM.FAZ./P.BELO,12:20
105313,TERM.FAZ./STA.AMELIA,12:45
180442,BAIRRO SANTA AMELIA,12:52
105304,TERM.FAZ./P.BELO,13:00
105313,TERM.FAZ./STA.AMELIA,13:25
180442,BAIRRO SANTA AMELIA,13:32
105304,TERM.FAZ./P.BELO,13:40
105313,TERM.FAZ./STA.AMELIA,14:05
180442,BAIRRO SANTA AMELIA,14:12
105304,TERM.FAZ./P.BELO,14:20
105313,TERM.FAZ./STA.AMELIA,14:45
180442,BAIRRO SANTA AMELIA,14:52
105304,TERM.FAZ./P.BELO,15:00
105313,TERM.FAZ./STA.AMELIA,15:25
180442,BAIRRO SANTA AMELIA,15:32
105304,TERM.FAZ./P.BELO,15:40
105313,TERM.FAZ./STA.AMELIA,16:05
180442,BAIRRO SANTA AMELIA,16:12
105304,TERM.FAZ./P.BELO,16:20
105313,TERM.FAZ./STA.AMELIA,16:45
180442,BAIRRO SANTA AMELIA,16:52
105304,TERM.FAZ./P.BELO,17:00
105313,TERM.FAZ./STA.AMELIA,17:25
180442,BAIRRO SANTA AMELIA,17:32
105304,TERM.FAZ./P.BELO,17:40
105313,TERM.FAZ./STA.AMELIA,18:05
180442,BAIRRO SANTA AMELIA,18:12
105304,TERM.FAZ./P.BELO,18:20
105313,TERM.FAZ./STA.AMELIA,18:45
180442,BAIRRO SANTA AMELIA,18:52
105304,TERM.FAZ./P.BELO,19:00
105313,TERM.FAZ./STA.AMELIA,19:25
180442,BAIRRO SANTA AMELIA,19:32
105304,TERM.FAZ./P.BELO,19:40
105313,TERM.FAZ./STA.AMELIA,20:05
180442,BAIRRO SANTA AMELIA,20:12
105304,TERM.FAZ./P.BELO,20:20
105313,TERM.FAZ./STA.AMELIA,20:45
180442,BAIRRO SANTA AMELIA,20:52
105304,TERM.FAZ./P.BELO,21:00
105313,TERM.FAZ./STA.AMELIA,21:25
180442,BAIRRO SANTA AMELIA,21:32
105304,TERM.FAZ./P.BELO,21:40
105313,TERM.FAZ./STA.AMELIA,22:05
180442,BAIRRO SANTA AMELIA,22:12
105304,TERM.FAZ./P.BELO,22:20
105313,TERM.FAZ./STA.AMELIA,22:45
180442,BAIRRO SANTA AMELIA,22:52
105304,TERM.FAZ./P.BELO,23:00
105313,TERM.FAZ./STA.AMELIA,23:25
180442,BAIRRO SANTA AMELIA,23:32
105304,TERM.FAZ./P.BELO,23:40
105313,TERM.FAZ./STA.AMELIA,00:05
180442,BAIRRO SANTA AMELIA,00:12
105304,TERM.FAZ./P.BELO,00:20
