Linha,385
Tabela,001
num,ponto,horario
130885,BAIRRO CRISTO REI,06:06
110158,RUA 24 HORAS,06:24
130885,BAIRRO CRISTO REI,06:48
110158,RUA 24 HORAS,07:08
130885,BAIRRO CRISTO REI,07:30
110158,RUA 24 HORAS,07:50
130885,BAIRRO CRISTO REI,08:12
110158,RUA 24 HORAS,08:32
130885,BAIRRO CRISTO REI,08:54
110158,RUA 24 HORAS,09:14
130885,BAIRRO CRISTO REI,09:36
110158,RUA 24 HORAS,09:56
130885,BAIRRO CRISTO REI,10:18
110158,RUA 24 HORAS,10:39
130885,BAIRRO CRISTO REI,11:00
110158,RUA 24 HORAS,11:22
130885,BAIRRO CRISTO REI,11:42
110158,RUA 24 HORAS,12:04
130885,BAIRRO CRISTO REI,12:24
110158,RUA 24 HORAS,12:46
130885,BAIRRO CRISTO REI,13:06
110158,RUA 24 HORAS,13:28
130885,BAIRRO CRISTO REI,13:48
110158,RUA 24 HORAS,14:10
130885,BAIRRO CRISTO REI,14:28
110158,RUA 24 HORAS,14:50
130885,BAIRRO CRISTO REI,15:08
110158,RUA 24 HORAS,15:30
130885,BAIRRO CRISTO REI,15:48
110158,RUA 24 HORAS,16:10
130885,BAIRRO CRISTO REI,16:28
110158,RUA 24 HORAS,16:50
130885,BAIRRO CRISTO REI,17:08
110158,RUA 24 HORAS,17:30
130885,BAIRRO CRISTO REI,17:48
110158,RUA 24 HORAS,18:10
130885,BAIRRO CRISTO REI,18:28
110158,RUA 24 HORAS,18:50
130885,BAIRRO CRISTO REI,19:08
110158,RUA 24 HORAS,19:30
130885,BAIRRO CRISTO REI,19:48
110158,RUA 24 HORAS,20:10
130885,BAIRRO CRISTO REI,20:28
110158,RUA 24 HORAS,20:50
130885,BAIRRO CRISTO REI,21:08
110158,RUA 24 HORAS,21:30
130885,BAIRRO CRISTO REI,21:48
110158,RUA 24 HORAS,22:10
130885,BAIRRO CRISTO REI,22:28
110158,RUA 24 HORAS,22:50
130885,BAIRRO CRISTO REI,23:08
110158,RUA 24 HORAS,23:30
