Linha,365
Tabela,002
num,ponto,horario
130285,ESTACAO FAGUNDES VARELA,06:35
103503,PRACA ZACARIAS,06:59
180956,BAIRRO BATEL,07:21
103201,PRACA CARLOS GOMES,07:39
130285,ESTACAO FAGUNDES VARELA,08:05
103503,PRACA ZACARIAS,08:29
180956,BAIRRO BATEL,08:51
103201,PRACA CARLOS GOMES,09:10
130285,ESTACAO FAGUNDES VARELA,09:36
103503,PRACA ZACARIAS,10:01
180956,BAIRRO BATEL,10:23
103201,PRACA CARLOS GOMES,10:42
130285,ESTACAO FAGUNDES VARELA,11:08
103503,PRACA ZACARIAS,11:33
180956,BAIRRO BATEL,11:55
103201,PRACA CARLOS GOMES,12:14
130285,ESTACAO FAGUNDES VARELA,12:40
103503,PRACA ZACARIAS,13:05
180956,BAIRRO BATEL,13:27
103201,PRACA CARLOS GOMES,13:46
130285,ESTACAO FAGUNDES VARELA,14:12
103503,PRACA ZACARIAS,14:37
180956,BAIRRO BATEL,14:59
103201,PRACA CARLOS GOMES,15:18
130285,ESTACAO FAGUNDES VARELA,15:44
103503,PRACA ZACARIAS,16:09
180956,BAIRRO BATEL,16:31
103201,PRACA CARLOS GOMES,16:50
130285,ESTACAO FAGUNDES VARELA,17:16
103503,PRACA ZACARIAS,17:41
180956,BAIRRO BATEL,18:03
103201,PRACA CARLOS GOMES,18:22
130285,ESTACAO FAGUNDES VARELA,18:48
103503,PRACA ZACARIAS,19:13
180956,BAIRRO BATEL,19:35
103201,PRACA CARLOS GOMES,19:54
130285,ESTACAO FAGUNDES VARELA,20:20
103503,PRACA ZACARIAS,20:43
180956,BAIRRO BATEL,21:06
103201,PRACA CARLOS GOMES,21:24
130285,ESTACAO FAGUNDES VARELA,21:50
103503,PRACA ZACARIAS,22:13
180956,BAIRRO BATEL,22:35
103201,PRACA CARLOS GOMES,22:54
130285,ESTACAO FAGUNDES VARELA,23:20
103503,PRACA ZACARIAS,23:40
180956,BAIRRO BATEL,23:55
103201,PRACA CARLOS GOMES,00:10
