Linha,474
Tabela,001
num,ponto,horario
141067,R. VER. DOUGLAS GODOY,05:52
140761,BAIRRO ITIBERE,05:55
102021,PRACA RUI BARBOSA,06:27
140761,BAIRRO ITIBERE,06:59
102021,PRACA RUI BARBOSA,07:56
140761,BAIRRO ITIBERE,08:33
102021,PRACA RUI BARBOSA,09:16
140761,BAIRRO ITIBERE,09:53
102021,PRACA RUI BARBOSA,10:35
140761,BAIRRO ITIBERE,11:13
102021,PRACA RUI BARBOSA,11:55
140761,BAIRRO ITIBERE,12:33
102021,PRACA RUI BARBOSA,13:15
140761,BAIRRO ITIBERE,13:53
102021,PRACA RUI BARBOSA,14:35
140761,BAIRRO ITIBERE,15:13
102021,PRACA RUI BARBOSA,15:51
140761,BAIRRO ITIBERE,16:33
102021,PRACA RUI BARBOSA,17:18
140761,BAIRRO ITIBERE,18:04
102021,PRACA RUI BARBOSA,18:56
140761,BAIRRO ITIBERE,19:54
102021,PRACA RUI BARBOSA,20:41
140761,BAIRRO ITIBERE,21:27
102021,PRACA RUI BARBOSA,22:05
140761,BAIRRO ITIBERE,22:39
102021,PRACA RUI BARBOSA,23:10
140761,BAIRRO ITIBERE,23:45
