Linha,303
Tabela,005
num,ponto,horario
105101,TERMINAL CENTENARIO,06:10
108030,ESTACAO TUBO R.BARBOSA/OESTE,06:43
104601,TERMINAL CAMPO COMPRIDO,07:15
108169,ESTACAO TUBO R. BARBOSA/LESTE,07:43
105101,TERMINAL CENTENARIO,08:17
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:51
104601,TERMINAL CAMPO COMPRIDO,09:20
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:49
105101,TERMINAL CENTENARIO,10:23
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:57
104601,TERMINAL CAMPO COMPRIDO,11:26
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:55
105101,TERMINAL CENTENARIO,12:29
108030,ESTACAO TUBO R.BARBOSA/OESTE,13:03
104601,TERMINAL CAMPO COMPRIDO,13:32
108169,ESTACAO TUBO R. BARBOSA/LESTE,14:01
105101,TERMINAL CENTENARIO,14:35
108030,ESTACAO TUBO R.BARBOSA/OESTE,15:09
104601,TERMINAL CAMPO COMPRIDO,15:38
108169,ESTACAO TUBO R. BARBOSA/LESTE,16:07
105101,TERMINAL CENTENARIO,16:41
108030,ESTACAO TUBO R.BARBOSA/OESTE,17:15
104601,TERMINAL CAMPO COMPRIDO,17:44
108169,ESTACAO TUBO R. BARBOSA/LESTE,18:13
105101,TERMINAL CENTENARIO,18:47
108030,ESTACAO TUBO R.BARBOSA/OESTE,19:21
104601,TERMINAL CAMPO COMPRIDO,19:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,20:19
105101,TERMINAL CENTENARIO,20:48
108030,ESTACAO TUBO R.BARBOSA/OESTE,21:18
104601,TERMINAL CAMPO COMPRIDO,21:47
108169,ESTACAO TUBO R. BARBOSA/LESTE,22:15
105101,TERMINAL CENTENARIO,22:48
108030,ESTACAO TUBO R.BARBOSA/OESTE,23:17
104601,TERMINAL CAMPO COMPRIDO,23:47
108169,ESTACAO TUBO R. BARBOSA/LESTE,00:10
