Linha,303
Tabela,003
num,ponto,horario
105101,TERMINAL CENTENARIO,05:50
108030,ESTACAO TUBO R.BARBOSA/OESTE,06:23
104601,TERMINAL CAMPO COMPRIDO,06:54
108169,ESTACAO TUBO R. BARBOSA/LESTE,07:22
105101,TERMINAL CENTENARIO,07:55
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:29
104601,TERMINAL CAMPO COMPRIDO,09:02
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:31
105101,TERMINAL CENTENARIO,10:05
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:39
104601,TERMINAL CAMPO COMPRIDO,11:08
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:37
105101,TERMINAL CENTENARIO,12:11
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:45
104601,TERMINAL CAMPO COMPRIDO,13:14
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:43
105101,TERMINAL CENTENARIO,14:17
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:51
104601,TERMINAL CAMPO COMPRIDO,15:20
108169,ESTACAO TUBO R. BARBOSA/LESTE,15:49
105101,TERMINAL CENTENARIO,16:23
108030,ESTACAO TUBO R.BARBOSA/OESTE,16:57
104601,TERMINAL CAMPO COMPRIDO,17:26
108169,ESTACAO TUBO R. BARBOSA/LESTE,17:55
105101,TERMINAL CENTENARIO,18:29
108030,ESTACAO TUBO R.BARBOSA/OESTE,19:03
104601,TERMINAL CAMPO COMPRIDO,19:32
108169,ESTACAO TUBO R. BARBOSA/LESTE,20:01
105101,TERMINAL CENTENARIO,20:31
108030,ESTACAO TUBO R.BARBOSA/OESTE,21:00
104601,TERMINAL CAMPO COMPRIDO,21:27
108169,ESTACAO TUBO R. BARBOSA/LESTE,21:55
105101,TERMINAL CENTENARIO,22:28
108030,ESTACAO TUBO R.BARBOSA/OESTE,22:58
104601,TERMINAL CAMPO COMPRIDO,23:27
108169,ESTACAO TUBO R. BARBOSA/LESTE,23:54
