Linha,303
Tabela,004
num,ponto,horario
104601,TERMINAL CAMPO COMPRIDO,05:51
108169,ESTACAO TUBO R. BARBOSA/LESTE,06:19
105101,TERMINAL CENTENARIO,06:51
108030,ESTACAO TUBO R.BARBOSA/OESTE,07:24
104601,TERMINAL CAMPO COMPRIDO,07:53
108169,ESTACAO TUBO R. BARBOSA/LESTE,08:21
105101,TERMINAL CENTENARIO,08:53
108030,ESTACAO TUBO R.BARBOSA/OESTE,09:27
104601,TERMINAL CAMPO COMPRIDO,09:56
108169,ESTACAO TUBO R. BARBOSA/LESTE,10:25
105101,TERMINAL CENTENARIO,10:59
108030,ESTACAO TUBO R.BARBOSA/OESTE,11:33
104601,TERMINAL CAMPO COMPRIDO,12:02
108169,ESTACAO TUBO R. BARBOSA/LESTE,12:31
105101,TERMINAL CENTENARIO,13:05
108030,ESTACAO TUBO R.BARBOSA/OESTE,13:39
104601,TERMINAL CAMPO COMPRIDO,14:08
108169,ESTACAO TUBO R. BARBOSA/LESTE,14:37
105101,TERMINAL CENTENARIO,15:11
108030,ESTACAO TUBO R.BARBOSA/OESTE,15:45
104601,TERMINAL CAMPO COMPRIDO,16:14
108169,ESTACAO TUBO R. BARBOSA/LESTE,16:43
105101,TERMINAL CENTENARIO,17:17
108030,ESTACAO TUBO R.BARBOSA/OESTE,17:51
104601,TERMINAL CAMPO COMPRIDO,18:20
108169,ESTACAO TUBO R. BARBOSA/LESTE,18:49
105101,TERMINAL CENTENARIO,19:23
108030,ESTACAO TUBO R.BARBOSA/OESTE,19:58
104601,TERMINAL CAMPO COMPRIDO,20:28
108169,ESTACAO TUBO R. BARBOSA/LESTE,20:55
105101,TERMINAL CENTENARIO,21:28
108030,ESTACAO TUBO R.BARBOSA/OESTE,21:58
104601,TERMINAL CAMPO COMPRIDO,22:27
108169,ESTACAO TUBO R. BARBOSA/LESTE,22:55
105101,TERMINAL CENTENARIO,23:27
108030,ESTACAO TUBO R.BARBOSA/OESTE,23:55
