Linha,X42
Tabela,004-2
num,ponto,horario
104406,TERMINAL CABRAL,16:15
104703,TERMINAL CAPAO DA IMBUIA,16:54
104406,TERMINAL CABRAL,17:33
104703,TERMINAL CAPAO DA IMBUIA,18:20
104406,TERMINAL CABRAL,18:57
104703,TERMINAL CAPAO DA IMBUIA,19:34
104406,TERMINAL CABRAL,20:07
