Linha,X42
Tabela,005
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:29
104406,TERMINAL CABRAL,05:56
104703,TERMINAL CAPAO DA IMBUIA,06:21
104406,TERMINAL CABRAL,06:53
104703,TERMINAL CAPAO DA IMBUIA,07:21
104406,TERMINAL CABRAL,07:56
104703,TERMINAL CAPAO DA IMBUIA,08:24
104406,TERMINAL CABRAL,08:59
104703,TERMINAL CAPAO DA IMBUIA,09:26
104406,TERMINAL CABRAL,09:59
104703,TERMINAL CAPAO DA IMBUIA,10:27
104406,TERMINAL CABRAL,11:00
104703,TERMINAL CAPAO DA IMBUIA,11:28
104406,TERMINAL CABRAL,12:01
104703,TERMINAL CAPAO DA IMBUIA,12:29
104406,TERMINAL CABRAL,13:02
104703,TERMINAL CAPAO DA IMBUIA,13:30
104406,TERMINAL CABRAL,14:03
104703,TERMINAL CAPAO DA IMBUIA,14:31
104406,TERMINAL CABRAL,15:04
104703,TERMINAL CAPAO DA IMBUIA,15:34
104406,TERMINAL CABRAL,16:06
104703,TERMINAL CAPAO DA IMBUIA,16:44
104406,TERMINAL CABRAL,17:22
104703,TERMINAL CAPAO DA IMBUIA,18:09
104406,TERMINAL CABRAL,18:47
