Linha,X42
Tabela,001-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:03
104406,TERMINAL CABRAL,05:29
104703,TERMINAL CAPAO DA IMBUIA,05:53
104406,TERMINAL CABRAL,06:22
104703,TERMINAL CAPAO DA IMBUIA,06:47
104406,TERMINAL CABRAL,07:21
104703,TERMINAL CAPAO DA IMBUIA,07:49
104406,TERMINAL CABRAL,08:24
