Linha,X42
Tabela,001-2
num,ponto,horario
104406,TERMINAL CABRAL,16:24
104703,TERMINAL CAPAO DA IMBUIA,17:04
104406,TERMINAL CABRAL,17:44
104703,TERMINAL CAPAO DA IMBUIA,18:31
104406,TERMINAL CABRAL,19:07
