Linha,X42
Tabela,007
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,06:07
104406,TERMINAL CABRAL,06:37
104703,TERMINAL CAPAO DA IMBUIA,07:03
104406,TERMINAL CABRAL,07:38
104703,TERMINAL CAPAO DA IMBUIA,08:07
104406,TERMINAL CABRAL,08:40
104703,TERMINAL CAPAO DA IMBUIA,09:06
104406,TERMINAL CABRAL,09:39
104703,TERMINAL CAPAO DA IMBUIA,10:07
104406,TERMINAL CABRAL,10:40
104703,TERMINAL CAPAO DA IMBUIA,11:08
104406,TERMINAL CABRAL,11:41
104703,TERMINAL CAPAO DA IMBUIA,12:09
104406,TERMINAL CABRAL,12:42
104703,TERMINAL CAPAO DA IMBUIA,13:10
104406,TERMINAL CABRAL,13:43
104703,TERMINAL CAPAO DA IMBUIA,14:11
104406,TERMINAL CABRAL,14:44
104703,TERMINAL CAPAO DA IMBUIA,15:12
104406,TERMINAL CABRAL,15:46
104703,TERMINAL CAPAO DA IMBUIA,16:16
104406,TERMINAL CABRAL,16:51
104703,TERMINAL CAPAO DA IMBUIA,17:35
104406,TERMINAL CABRAL,18:14
104703,TERMINAL CAPAO DA IMBUIA,19:01
104406,TERMINAL CABRAL,19:37
