Linha,X42
Tabela,006-1
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:37
104406,TERMINAL CABRAL,06:05
104703,TERMINAL CAPAO DA IMBUIA,06:30
104406,TERMINAL CABRAL,07:02
104703,TERMINAL CAPAO DA IMBUIA,07:30
104406,TERMINAL CABRAL,08:05
