Linha,X42
Tabela,006-2
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,16:25
104406,TERMINAL CABRAL,17:01
104703,TERMINAL CAPAO DA IMBUIA,17:47
104406,TERMINAL CABRAL,18:25
104703,TERMINAL CAPAO DA IMBUIA,19:11
104406,TERMINAL CABRAL,19:47
