Linha,X42
Tabela,003
num,ponto,horario
104406,TERMINAL CABRAL,05:20
104703,TERMINAL CAPAO DA IMBUIA,05:45
104406,TERMINAL CABRAL,06:13
104703,TERMINAL CAPAO DA IMBUIA,06:38
104406,TERMINAL CABRAL,07:11
104703,TERMINAL CAPAO DA IMBUIA,07:39
104406,TERMINAL CABRAL,08:15
104703,TERMINAL CAPAO DA IMBUIA,08:45
104406,TERMINAL CABRAL,09:19
104703,TERMINAL CAPAO DA IMBUIA,09:46
104406,TERMINAL CABRAL,10:19
104703,TERMINAL CAPAO DA IMBUIA,10:47
104406,TERMINAL CABRAL,11:20
104703,TERMINAL CAPAO DA IMBUIA,11:48
104406,TERMINAL CABRAL,12:21
104703,TERMINAL CAPAO DA IMBUIA,12:49
104406,TERMINAL CABRAL,13:22
104703,TERMINAL CAPAO DA IMBUIA,13:50
104406,TERMINAL CABRAL,14:23
104703,TERMINAL CAPAO DA IMBUIA,14:51
104406,TERMINAL CABRAL,15:25
104703,TERMINAL CAPAO DA IMBUIA,16:06
104406,TERMINAL CABRAL,16:41
104703,TERMINAL CAPAO DA IMBUIA,17:24
104406,TERMINAL CABRAL,18:04
104703,TERMINAL CAPAO DA IMBUIA,18:51
104406,TERMINAL CABRAL,19:27
104703,TERMINAL CAPAO DA IMBUIA,20:00
104406,TERMINAL CABRAL,20:32
104703,TERMINAL CAPAO DA IMBUIA,20:53
104406,TERMINAL CABRAL,21:22
104703,TERMINAL CAPAO DA IMBUIA,21:43
104406,TERMINAL CABRAL,22:11
104703,TERMINAL CAPAO DA IMBUIA,22:33
104406,TERMINAL CABRAL,23:00
104703,TERMINAL CAPAO DA IMBUIA,23:22
104406,TERMINAL CABRAL,23:45
104703,TERMINAL CAPAO DA IMBUIA,00:05
104406,TERMINAL CABRAL,00:25
