Linha,371
Tabela,001
num,ponto,horario
104011,TERMINAL BAIRRO ALTO,05:30
103405,PRACA SANTOS ANDRADE,05:58
104011,TERMINAL BAIRRO ALTO,06:30
103405,PRACA SANTOS ANDRADE,07:02
104011,TERMINAL BAIRRO ALTO,07:37
103405,PRACA SANTOS ANDRADE,08:15
104011,TERMINAL BAIRRO ALTO,08:52
103405,PRACA SANTOS ANDRADE,09:24
104011,TERMINAL BAIRRO ALTO,09:58
103405,PRACA SANTOS ANDRADE,10:30
104011,TERMINAL BAIRRO ALTO,11:08
103405,PRACA SANTOS ANDRADE,11:41
104011,TERMINAL BAIRRO ALTO,12:20
103405,PRACA SANTOS ANDRADE,12:53
104011,TERMINAL BAIRRO ALTO,13:33
103405,PRACA SANTOS ANDRADE,14:06
104011,TERMINAL BAIRRO ALTO,14:46
103405,PRACA SANTOS ANDRADE,15:20
104011,TERMINAL BAIRRO ALTO,15:58
103405,PRACA SANTOS ANDRADE,16:30
104011,TERMINAL BAIRRO ALTO,17:20
103405,PRACA SANTOS ANDRADE,18:00
104011,TERMINAL BAIRRO ALTO,18:52
103405,PRACA SANTOS ANDRADE,19:30
104011,TERMINAL BAIRRO ALTO,20:04
103405,PRACA SANTOS ANDRADE,20:30
104011,TERMINAL BAIRRO ALTO,21:04
103405,PRACA SANTOS ANDRADE,21:30
104011,TERMINAL BAIRRO ALTO,22:04
103405,PRACA SANTOS ANDRADE,22:30
104011,TERMINAL BAIRRO ALTO,23:04
103405,PRACA SANTOS ANDRADE,23:30
