Linha,561
Tabela,001
num,ponto,horario
150628,BAIRRO GUILHERMINA,05:50
102006,PRACA RUI BARBOSA,06:13
150628,BAIRRO GUILHERMINA,06:36
102006,PRACA RUI BARBOSA,06:59
150628,BAIRRO GUILHERMINA,07:22
102006,PRACA RUI BARBOSA,07:45
150628,BAIRRO GUILHERMINA,08:08
102006,PRACA RUI BARBOSA,08:31
150628,BAIRRO GUILHERMINA,08:54
102006,PRACA RUI BARBOSA,09:17
150628,BAIRRO GUILHERMINA,09:40
102006,PRACA RUI BARBOSA,10:03
150628,BAIRRO GUILHERMINA,10:26
102006,PRACA RUI BARBOSA,10:49
150628,BAIRRO GUILHERMINA,11:12
102006,PRACA RUI BARBOSA,11:35
150628,BAIRRO GUILHERMINA,11:58
102006,PRACA RUI BARBOSA,12:21
150628,BAIRRO GUILHERMINA,12:44
102006,PRACA RUI BARBOSA,13:07
150628,BAIRRO GUILHERMINA,13:30
102006,PRACA RUI BARBOSA,13:53
150628,BAIRRO GUILHERMINA,14:16
102006,PRACA RUI BARBOSA,14:39
150628,BAIRRO GUILHERMINA,15:02
102006,PRACA RUI BARBOSA,15:25
150628,BAIRRO GUILHERMINA,15:48
102006,PRACA RUI BARBOSA,16:11
150628,BAIRRO GUILHERMINA,16:34
102006,PRACA RUI BARBOSA,16:57
150628,BAIRRO GUILHERMINA,17:20
102006,PRACA RUI BARBOSA,17:43
150628,BAIRRO GUILHERMINA,18:06
102006,PRACA RUI BARBOSA,18:29
150628,BAIRRO GUILHERMINA,18:52
102006,PRACA RUI BARBOSA,19:15
150628,BAIRRO GUILHERMINA,19:38
102006,PRACA RUI BARBOSA,20:01
150628,BAIRRO GUILHERMINA,20:24
102006,PRACA RUI BARBOSA,20:47
150628,BAIRRO GUILHERMINA,21:10
102006,PRACA RUI BARBOSA,21:33
150628,BAIRRO GUILHERMINA,21:56
102006,PRACA RUI BARBOSA,22:19
150628,BAIRRO GUILHERMINA,22:42
102006,PRACA RUI BARBOSA,23:05
150628,BAIRRO GUILHERMINA,23:28
102006,PRACA RUI BARBOSA,23:55
