Linha,713
Tabela,001
num,ponto,horario
180442,BAIRRO SANTA AMELIA,05:40
105313,TERMINAL FAZENDINHA,05:50
180442,BAIRRO SANTA AMELIA,06:00
105313,TERMINAL FAZENDINHA,06:10
180442,BAIRRO SANTA AMELIA,06:20
105313,TERMINAL FAZENDINHA,06:30
180442,BAIRRO SANTA AMELIA,06:40
105313,TERMINAL FAZENDINHA,06:50
180442,BAIRRO SANTA AMELIA,07:01
105313,TERMINAL FAZENDINHA,07:12
180442,BAIRRO SANTA AMELIA,07:22
105313,TERMINAL FAZENDINHA,07:34
180442,BAIRRO SANTA AMELIA,07:44
105313,TERMINAL FAZENDINHA,07:56
180442,BAIRRO SANTA AMELIA,08:06
105313,TERMINAL FAZENDINHA,08:16
180442,BAIRRO SANTA AMELIA,08:26
105313,TERMINAL FAZENDINHA,08:36
180442,BAIRRO SANTA AMELIA,08:46
105313,TERMINAL FAZENDINHA,08:56
180442,BAIRRO SANTA AMELIA,09:06
105313,TERMINAL FAZENDINHA,09:16
180442,BAIRRO SANTA AMELIA,09:26
105313,TERMINAL FAZENDINHA,09:36
180442,BAIRRO SANTA AMELIA,09:46
105313,TERMINAL FAZENDINHA,09:56
180442,BAIRRO SANTA AMELIA,10:06
105313,TERMINAL FAZENDINHA,10:16
180442,BAIRRO SANTA AMELIA,10:26
105313,TERMINAL FAZENDINHA,10:36
180442,BAIRRO SANTA AMELIA,10:46
105313,TERMINAL FAZENDINHA,10:56
180442,BAIRRO SANTA AMELIA,11:06
105313,TERMINAL FAZENDINHA,11:16
180442,BAIRRO SANTA AMELIA,11:26
105313,TERMINAL FAZENDINHA,11:36
180442,BAIRRO SANTA AMELIA,11:46
105313,TERMINAL FAZENDINHA,11:56
180442,BAIRRO SANTA AMELIA,12:06
105313,TERMINAL FAZENDINHA,12:17
180442,BAIRRO SANTA AMELIA,12:28
105313,TERMINAL FAZENDINHA,12:39
180442,BAIRRO SANTA AMELIA,12:51
105313,TERMINAL FAZENDINHA,13:02
180442,BAIRRO SANTA AMELIA,13:13
105313,TERMINAL FAZENDINHA,13:24
180442,BAIRRO SANTA AMELIA,13:35
105313,TERMINAL FAZENDINHA,13:45
180442,BAIRRO SANTA AMELIA,13:55
105313,TERMINAL FAZENDINHA,14:05
180442,BAIRRO SANTA AMELIA,14:15
105313,TERMINAL FAZENDINHA,14:25
180442,BAIRRO SANTA AMELIA,14:35
105313,TERMINAL FAZENDINHA,14:45
180442,BAIRRO SANTA AMELIA,14:55
105313,TERMINAL FAZENDINHA,15:05
180442,BAIRRO SANTA AMELIA,15:15
105313,TERMINAL FAZENDINHA,15:25
180442,BAIRRO SANTA AMELIA,15:35
105313,TERMINAL FAZENDINHA,15:45
180442,BAIRRO SANTA AMELIA,15:55
105313,TERMINAL FAZENDINHA,16:05
180442,BAIRRO SANTA AMELIA,16:17
105313,TERMINAL FAZENDINHA,16:27
180442,BAIRRO SANTA AMELIA,16:39
105313,TERMINAL FAZENDINHA,16:50
180442,BAIRRO SANTA AMELIA,17:02
105313,TERMINAL FAZENDINHA,17:13
180442,BAIRRO SANTA AMELIA,17:25
105313,TERMINAL FAZENDINHA,17:37
180442,BAIRRO SANTA AMELIA,17:49
105313,TERMINAL FAZENDINHA,18:01
180442,BAIRRO SANTA AMELIA,18:13
105313,TERMINAL FAZENDINHA,18:25
180442,BAIRRO SANTA AMELIA,18:37
105313,TERMINAL FAZENDINHA,18:49
180442,BAIRRO SANTA AMELIA,19:01
105313,TERMINAL FAZENDINHA,19:13
180442,BAIRRO SANTA AMELIA,19:25
105313,TERMINAL FAZENDINHA,19:37
180442,BAIRRO SANTA AMELIA,19:49
105313,TERMINAL FAZENDINHA,20:01
180442,BAIRRO SANTA AMELIA,20:13
105313,TERMINAL FAZENDINHA,20:25
180442,BAIRRO SANTA AMELIA,20:37
105313,TERMINAL FAZENDINHA,20:49
180442,BAIRRO SANTA AMELIA,21:01
105313,TERMINAL FAZENDINHA,21:14
180442,BAIRRO SANTA AMELIA,21:26
105313,TERMINAL FAZENDINHA,21:39
180442,BAIRRO SANTA AMELIA,21:51
105313,TERMINAL FAZENDINHA,22:04
180442,BAIRRO SANTA AMELIA,22:16
105313,TERMINAL FAZENDINHA,22:29
180442,BAIRRO SANTA AMELIA,22:41
105313,TERMINAL FAZENDINHA,22:54
180442,BAIRRO SANTA AMELIA,23:06
105313,TERMINAL FAZENDINHA,23:19
180442,BAIRRO SANTA AMELIA,23:31
105313,TERMINAL FAZENDINHA,23:44
180442,BAIRRO SANTA AMELIA,23:54
105313,TERMINAL FAZENDINHA,00:05
