Linha,272
Tabela,001
num,ponto,horario
120148,BAIRRO PAINEIRAS,05:50
101166,TRAVESSA MOREIRA GARCEZ,06:20
120148,BAIRRO PAINEIRAS,06:50
101166,TRAVESSA MOREIRA GARCEZ,07:20
120148,BAIRRO PAINEIRAS,07:50
101166,TRAVESSA MOREIRA GARCEZ,08:22
120148,BAIRRO PAINEIRAS,08:52
101166,TRAVESSA MOREIRA GARCEZ,09:25
120148,BAIRRO PAINEIRAS,09:57
101166,TRAVESSA MOREIRA GARCEZ,10:30
120148,BAIRRO PAINEIRAS,11:05
101166,TRAVESSA MOREIRA GARCEZ,11:40
120148,BAIRRO PAINEIRAS,12:15
101166,TRAVESSA MOREIRA GARCEZ,12:50
120148,BAIRRO PAINEIRAS,13:25
101166,TRAVESSA MOREIRA GARCEZ,14:00
120148,BAIRRO PAINEIRAS,14:35
101166,TRAVESSA MOREIRA GARCEZ,15:10
120148,BAIRRO PAINEIRAS,15:45
101166,TRAVESSA MOREIRA GARCEZ,16:20
120148,BAIRRO PAINEIRAS,16:55
101166,TRAVESSA MOREIRA GARCEZ,17:30
120148,BAIRRO PAINEIRAS,18:02
101166,TRAVESSA MOREIRA GARCEZ,18:35
120148,BAIRRO PAINEIRAS,19:07
101166,TRAVESSA MOREIRA GARCEZ,19:40
120148,BAIRRO PAINEIRAS,20:12
101166,TRAVESSA MOREIRA GARCEZ,20:45
120148,BAIRRO PAINEIRAS,21:17
101166,TRAVESSA MOREIRA GARCEZ,21:50
120148,BAIRRO PAINEIRAS,22:22
101166,TRAVESSA MOREIRA GARCEZ,22:55
120148,BAIRRO PAINEIRAS,23:27
101166,TRAVESSA MOREIRA GARCEZ,00:00
