Linha,826
Tabela,001
num,ponto,horario
105205,TERMINAL CIC,05:15
105008,TERM.CAIUA SENTIDO TERM.C.COMP,05:30
104615,TERMINAL CAMPO COMPRIDO,05:47
105006,TERM. CAIUA SENTIDO CIC,06:03
105205,TERMINAL CIC,06:20
105008,TERM.CAIUA SENTIDO TERM.C.COMP,06:35
104615,TERMINAL CAMPO COMPRIDO,06:52
105006,TERM. CAIUA SENTIDO CIC,07:08
105205,TERMINAL CIC,07:25
105008,TERM.CAIUA SENTIDO TERM.C.COMP,07:40
104615,TERMINAL CAMPO COMPRIDO,07:57
105006,TERM. CAIUA SENTIDO CIC,08:13
105205,TERMINAL CIC,08:30
105008,TERM.CAIUA SENTIDO TERM.C.COMP,08:45
104615,TERMINAL CAMPO COMPRIDO,09:01
105006,TERM. CAIUA SENTIDO CIC,09:17
105205,TERMINAL CIC,09:36
105008,TERM.CAIUA SENTIDO TERM.C.COMP,09:51
104615,TERMINAL CAMPO COMPRIDO,10:11
105006,TERM. CAIUA SENTIDO CIC,10:28
105205,TERMINAL CIC,10:48
105008,TERM.CAIUA SENTIDO TERM.C.COMP,11:03
104615,TERMINAL CAMPO COMPRIDO,11:23
105006,TERM. CAIUA SENTIDO CIC,11:40
105205,TERMINAL CIC,12:00
105008,TERM.CAIUA SENTIDO TERM.C.COMP,12:15
104615,TERMINAL CAMPO COMPRIDO,12:35
105006,TERM. CAIUA SENTIDO CIC,12:52
105205,TERMINAL CIC,13:12
105008,TERM.CAIUA SENTIDO TERM.C.COMP,13:27
104615,TERMINAL CAMPO COMPRIDO,13:47
105006,TERM. CAIUA SENTIDO CIC,14:04
105205,TERMINAL CIC,14:24
105008,TERM.CAIUA SENTIDO TERM.C.COMP,14:39
104615,TERMINAL CAMPO COMPRIDO,14:59
105006,TERM. CAIUA SENTIDO CIC,15:16
105205,TERMINAL CIC,15:36
105008,TERM.CAIUA SENTIDO TERM.C.COMP,15:51
104615,TERMINAL CAMPO COMPRIDO,16:11
105006,TERM. CAIUA SENTIDO CIC,16:28
105205,TERMINAL CIC,16:48
105008,TERM.CAIUA SENTIDO TERM.C.COMP,17:03
104615,TERMINAL CAMPO COMPRIDO,17:23
105006,TERM. CAIUA SENTIDO CIC,17:40
105205,TERMINAL CIC,18:00
105008,TERM.CAIUA SENTIDO TERM.C.COMP,18:15
104615,TERMINAL CAMPO COMPRIDO,18:35
105006,TERM. CAIUA SENTIDO CIC,18:53
105205,TERMINAL CIC,19:13
105008,TERM.CAIUA SENTIDO TERM.C.COMP,19:30
104615,TERMINAL CAMPO COMPRIDO,19:55
105006,TERM. CAIUA SENTIDO CIC,20:08
105205,TERMINAL CIC,20:27
105008,TERM.CAIUA SENTIDO TERM.C.COMP,20:43
104615,TERMINAL CAMPO COMPRIDO,21:00
105006,TERM. CAIUA SENTIDO CIC,21:14
105205,TERMINAL CIC,21:32
105008,TERM.CAIUA SENTIDO TERM.C.COMP,21:48
104615,TERMINAL CAMPO COMPRIDO,22:06
105006,TERM. CAIUA SENTIDO CIC,22:20
105205,TERMINAL CIC,22:38
105008,TERM.CAIUA SENTIDO TERM.C.COMP,22:54
104615,TERMINAL CAMPO COMPRIDO,23:12
105006,TERM. CAIUA SENTIDO CIC,23:26
105205,TERMINAL CIC,23:44
105008,TERM.CAIUA SENTIDO TERM.C.COMP,00:00
