Linha,020
Tabela,004
num,ponto,horario
104706,TERMINAL CAPAO DA IMBUIA,05:32
105512,TERMINAL HAUER,05:53
104805,TERMINAL CAPAO RASO,06:13
104501,TERMINAL CAMPINA DO SIQUEIRA,06:39
104406,TERMINAL CABRAL,07:17
104706,TERMINAL CAPAO DA IMBUIA,07:45
105512,TERMINAL HAUER,08:06
104805,TERMINAL CAPAO RASO,08:26
104501,TERMINAL CAMPINA DO SIQUEIRA,08:52
104406,TERMINAL CABRAL,09:31
104706,TERMINAL CAPAO DA IMBUIA,09:59
105512,TERMINAL HAUER,10:20
104805,TERMINAL CAPAO RASO,10:40
104501,TERMINAL CAMPINA DO SIQUEIRA,11:06
104406,TERMINAL CABRAL,11:46
104706,TERMINAL CAPAO DA IMBUIA,12:14
105512,TERMINAL HAUER,12:35
104805,TERMINAL CAPAO RASO,12:55
104501,TERMINAL CAMPINA DO SIQUEIRA,13:21
104406,TERMINAL CABRAL,14:01
104706,TERMINAL CAPAO DA IMBUIA,14:29
105512,TERMINAL HAUER,14:50
104805,TERMINAL CAPAO RASO,15:10
104501,TERMINAL CAMPINA DO SIQUEIRA,15:36
104406,TERMINAL CABRAL,16:16
104706,TERMINAL CAPAO DA IMBUIA,16:44
105512,TERMINAL HAUER,17:05
104805,TERMINAL CAPAO RASO,17:25
104501,TERMINAL CAMPINA DO SIQUEIRA,17:51
104406,TERMINAL CABRAL,18:33
104706,TERMINAL CAPAO DA IMBUIA,18:59
105512,TERMINAL HAUER,19:20
104805,TERMINAL CAPAO RASO,19:40
