Linha,020
Tabela,003
num,ponto,horario
104805,TERMINAL CAPAO RASO,05:30
104501,TERMINAL CAMPINA DO SIQUEIRA,05:55
104406,TERMINAL CABRAL,06:33
104706,TERMINAL CAPAO DA IMBUIA,07:01
105512,TERMINAL HAUER,07:22
104805,TERMINAL CAPAO RASO,07:42
104501,TERMINAL CAMPINA DO SIQUEIRA,08:08
104406,TERMINAL CABRAL,08:46
104706,TERMINAL CAPAO DA IMBUIA,09:14
105512,TERMINAL HAUER,09:35
104805,TERMINAL CAPAO RASO,09:55
104501,TERMINAL CAMPINA DO SIQUEIRA,10:21
104406,TERMINAL CABRAL,11:01
104706,TERMINAL CAPAO DA IMBUIA,11:29
105512,TERMINAL HAUER,11:50
104805,TERMINAL CAPAO RASO,12:10
104501,TERMINAL CAMPINA DO SIQUEIRA,12:36
104406,TERMINAL CABRAL,13:16
104706,TERMINAL CAPAO DA IMBUIA,13:44
105512,TERMINAL HAUER,14:05
104805,TERMINAL CAPAO RASO,14:25
104501,TERMINAL CAMPINA DO SIQUEIRA,14:51
104406,TERMINAL CABRAL,15:31
104706,TERMINAL CAPAO DA IMBUIA,15:59
105512,TERMINAL HAUER,16:20
104805,TERMINAL CAPAO RASO,16:40
104501,TERMINAL CAMPINA DO SIQUEIRA,17:06
104406,TERMINAL CABRAL,17:46
104706,TERMINAL CAPAO DA IMBUIA,18:14
105512,TERMINAL HAUER,18:35
104805,TERMINAL CAPAO RASO,18:55
104501,TERMINAL CAMPINA DO SIQUEIRA,19:23
104406,TERMINAL CABRAL,20:03
104706,TERMINAL CAPAO DA IMBUIA,20:29
105512,TERMINAL HAUER,20:50
104805,TERMINAL CAPAO RASO,21:10
104501,TERMINAL CAMPINA DO SIQUEIRA,21:36
104406,TERMINAL CABRAL,22:21
104706,TERMINAL CAPAO DA IMBUIA,22:49
105512,TERMINAL HAUER,23:09
104805,TERMINAL CAPAO RASO,23:26
104501,TERMINAL CAMPINA DO SIQUEIRA,23:51
