Linha,X44
Tabela,001
num,ponto,horario
104703,TERMINAL CAPAO DA IMBUIA,05:20
104703,TERMINAL CAPAO DA IMBUIA,05:46
104703,TERMINAL CAPAO DA IMBUIA,06:12
104703,TERMINAL CAPAO DA IMBUIA,06:38
104703,TERMINAL CAPAO DA IMBUIA,07:04
104703,TERMINAL CAPAO DA IMBUIA,07:30
104703,TERMINAL CAPAO DA IMBUIA,07:56
104703,TERMINAL CAPAO DA IMBUIA,08:22
104703,TERMINAL CAPAO DA IMBUIA,08:48
104703,TERMINAL CAPAO DA IMBUIA,09:14
104703,TERMINAL CAPAO DA IMBUIA,09:40
104703,TERMINAL CAPAO DA IMBUIA,10:06
104703,TERMINAL CAPAO DA IMBUIA,10:32
104703,TERMINAL CAPAO DA IMBUIA,10:58
104703,TERMINAL CAPAO DA IMBUIA,11:24
104703,TERMINAL CAPAO DA IMBUIA,11:50
104703,TERMINAL CAPAO DA IMBUIA,12:16
104703,TERMINAL CAPAO DA IMBUIA,12:42
104703,TERMINAL CAPAO DA IMBUIA,13:08
104703,TERMINAL CAPAO DA IMBUIA,13:34
104703,TERMINAL CAPAO DA IMBUIA,14:00
104703,TERMINAL CAPAO DA IMBUIA,14:26
104703,TERMINAL CAPAO DA IMBUIA,14:52
104703,TERMINAL CAPAO DA IMBUIA,15:18
104703,TERMINAL CAPAO DA IMBUIA,15:44
104703,TERMINAL CAPAO DA IMBUIA,16:10
104703,TERMINAL CAPAO DA IMBUIA,16:36
104703,TERMINAL CAPAO DA IMBUIA,17:02
104703,TERMINAL CAPAO DA IMBUIA,17:28
104703,TERMINAL CAPAO DA IMBUIA,17:54
104703,TERMINAL CAPAO DA IMBUIA,18:20
104703,TERMINAL CAPAO DA IMBUIA,18:46
104703,TERMINAL CAPAO DA IMBUIA,19:12
104703,TERMINAL CAPAO DA IMBUIA,19:38
104703,TERMINAL CAPAO DA IMBUIA,20:04
104703,TERMINAL CAPAO DA IMBUIA,20:30
104703,TERMINAL CAPAO DA IMBUIA,20:56
104703,TERMINAL CAPAO DA IMBUIA,21:22
104703,TERMINAL CAPAO DA IMBUIA,21:48
104703,TERMINAL CAPAO DA IMBUIA,22:14
104703,TERMINAL CAPAO DA IMBUIA,22:40
104703,TERMINAL CAPAO DA IMBUIA,23:06
104703,TERMINAL CAPAO DA IMBUIA,23:32
104703,TERMINAL CAPAO DA IMBUIA,23:58
