Linha,503
Tabela,001
num,ponto,horario
104303,TERMINAL BOQUEIRAO,05:00
108065,PRACA CARLOS GOMES,05:33
104303,TERMINAL BOQUEIRAO,06:07
108065,PRACA CARLOS GOMES,06:40
104303,TERMINAL BOQUEIRAO,07:15
108065,PRACA CARLOS GOMES,07:51
104303,TERMINAL BOQUEIRAO,08:25
108065,PRACA CARLOS GOMES,08:58
104303,TERMINAL BOQUEIRAO,09:32
108065,PRACA CARLOS GOMES,10:05
104303,TERMINAL BOQUEIRAO,10:40
108065,PRACA CARLOS GOMES,11:13
104303,TERMINAL BOQUEIRAO,11:51
108065,PRACA CARLOS GOMES,12:24
104303,TERMINAL BOQUEIRAO,12:59
108065,PRACA CARLOS GOMES,13:32
104303,TERMINAL BOQUEIRAO,14:07
108065,PRACA CARLOS GOMES,14:40
104303,TERMINAL BOQUEIRAO,15:15
108065,PRACA CARLOS GOMES,15:48
104303,TERMINAL BOQUEIRAO,16:25
108065,PRACA CARLOS GOMES,17:02
104303,TERMINAL BOQUEIRAO,17:40
108065,PRACA CARLOS GOMES,18:14
104303,TERMINAL BOQUEIRAO,18:52
108065,PRACA CARLOS GOMES,19:26
