Linha,503
Tabela,007
num,ponto,horario
104303,TERMINAL BOQUEIRAO,05:50
108065,PRACA CARLOS GOMES,06:23
104303,TERMINAL BOQUEIRAO,06:58
108065,PRACA CARLOS GOMES,07:33
104303,TERMINAL BOQUEIRAO,08:08
108065,PRACA CARLOS GOMES,08:42
104303,TERMINAL BOQUEIRAO,09:18
108065,PRACA CARLOS GOMES,09:52
104303,TERMINAL BOQUEIRAO,10:27
108065,PRACA CARLOS GOMES,11:00
104303,TERMINAL BOQUEIRAO,11:37
108065,PRACA CARLOS GOMES,12:10
104303,TERMINAL BOQUEIRAO,12:45
108065,PRACA CARLOS GOMES,13:18
104303,TERMINAL BOQUEIRAO,13:53
108065,PRACA CARLOS GOMES,14:26
104303,TERMINAL BOQUEIRAO,15:01
108065,PRACA CARLOS GOMES,15:34
104303,TERMINAL BOQUEIRAO,16:10
108065,PRACA CARLOS GOMES,16:45
104303,TERMINAL BOQUEIRAO,17:23
108065,PRACA CARLOS GOMES,17:56
104303,TERMINAL BOQUEIRAO,18:34
108065,PRACA CARLOS GOMES,19:08
