Linha,528
Tabela,008
num,ponto,horario
104911,TERMINAL BOQUEIRAO,05:16
105917,TERMINAL PINHEIRINHO,06:27
104911,TERMINAL BOQUEIRAO,07:28
105917,TERMINAL PINHEIRINHO,08:37
104911,TERMINAL BOQUEIRAO,09:35
105917,TERMINAL PINHEIRINHO,10:36
104911,TERMINAL BOQUEIRAO,11:35
105917,TERMINAL PINHEIRINHO,12:35
104911,TERMINAL BOQUEIRAO,13:33
105917,TERMINAL PINHEIRINHO,14:33
104911,TERMINAL BOQUEIRAO,15:32
105917,TERMINAL PINHEIRINHO,16:49
104911,TERMINAL BOQUEIRAO,17:54
105917,TERMINAL PINHEIRINHO,19:12
104911,TERMINAL BOQUEIRAO,20:10
105917,TERMINAL PINHEIRINHO,21:00
104911,TERMINAL BOQUEIRAO,21:53
105917,TERMINAL PINHEIRINHO,22:44
104911,TERMINAL BOQUEIRAO,23:36
105917,TERMINAL PINHEIRINHO,00:33
