Linha,629
Tabela,003-1
num,ponto,horario
160016,BAIRRO ALTO BOQUEIRAO,05:26
104816,TERMINAL CAPAO RASO,06:06
160016,BAIRRO ALTO BOQUEIRAO,06:55
104816,TERMINAL CAPAO RASO,07:45
