Linha,629
Tabela,006
num,ponto,horario
160016,BAIRRO ALTO BOQUEIRAO,06:07
104816,TERMINAL CAPAO RASO,06:57
160016,BAIRRO ALTO BOQUEIRAO,07:47
104816,TERMINAL CAPAO RASO,08:38
160016,BAIRRO ALTO BOQUEIRAO,09:27
104816,TERMINAL CAPAO RASO,10:09
160016,BAIRRO ALTO BOQUEIRAO,10:51
104816,TERMINAL CAPAO RASO,11:33
160016,BAIRRO ALTO BOQUEIRAO,12:15
104816,TERMINAL CAPAO RASO,12:57
160016,BAIRRO ALTO BOQUEIRAO,13:39
104816,TERMINAL CAPAO RASO,14:21
160016,BAIRRO ALTO BOQUEIRAO,15:03
104816,TERMINAL CAPAO RASO,15:45
160016,BAIRRO ALTO BOQUEIRAO,16:28
104816,TERMINAL CAPAO RASO,17:14
160016,BAIRRO ALTO BOQUEIRAO,18:04
104816,TERMINAL CAPAO RASO,18:54
