Linha,967
Tabela,001
num,ponto,horario
190539,BAIRRO JULIO GRAF,05:25
101014,PRACA TIRADENTES,05:50
190539,BAIRRO JULIO GRAF,06:17
101014,PRACA TIRADENTES,06:44
190539,BAIRRO JULIO GRAF,07:11
101014,PRACA TIRADENTES,07:39
190539,BAIRRO JULIO GRAF,08:06
101014,PRACA TIRADENTES,08:34
190539,BAIRRO JULIO GRAF,09:02
101014,PRACA TIRADENTES,09:30
190539,BAIRRO JULIO GRAF,09:58
101014,PRACA TIRADENTES,10:26
190539,BAIRRO JULIO GRAF,10:54
101014,PRACA TIRADENTES,11:22
190539,BAIRRO JULIO GRAF,11:50
101014,PRACA TIRADENTES,12:18
190539,BAIRRO JULIO GRAF,12:46
101014,PRACA TIRADENTES,13:14
190539,BAIRRO JULIO GRAF,13:42
101014,PRACA TIRADENTES,14:10
190539,BAIRRO JULIO GRAF,14:42
101014,PRACA TIRADENTES,15:09
190539,BAIRRO JULIO GRAF,15:36
101014,PRACA TIRADENTES,16:03
190539,BAIRRO JULIO GRAF,16:30
101014,PRACA TIRADENTES,16:57
190539,BAIRRO JULIO GRAF,17:24
101014,PRACA TIRADENTES,17:51
190539,BAIRRO JULIO GRAF,18:18
101014,PRACA TIRADENTES,18:45
190539,BAIRRO JULIO GRAF,19:12
101014,PRACA TIRADENTES,19:39
190539,BAIRRO JULIO GRAF,20:06
101014,PRACA TIRADENTES,20:31
190539,BAIRRO JULIO GRAF,20:52
101014,PRACA TIRADENTES,21:16
190539,BAIRRO JULIO GRAF,21:37
101014,PRACA TIRADENTES,22:00
190539,BAIRRO JULIO GRAF,22:21
101014,PRACA TIRADENTES,22:44
190539,BAIRRO JULIO GRAF,23:05
101014,PRACA TIRADENTES,23:28
190539,BAIRRO JULIO GRAF,23:49
101014,PRACA TIRADENTES,00:12
