Linha,X45
Tabela,001
num,ponto,horario
109120,TERMINAL BAIRRO ALTO,05:56
109117,TERMINAL CAPAO DA IMBUIA,06:14
109120,TERMINAL BAIRRO ALTO,06:32
109117,TERMINAL CAPAO DA IMBUIA,06:46
109120,TERMINAL BAIRRO ALTO,07:00
109117,TERMINAL CAPAO DA IMBUIA,07:18
109120,TERMINAL BAIRRO ALTO,07:34
109117,TERMINAL CAPAO DA IMBUIA,07:52
109120,TERMINAL BAIRRO ALTO,08:12
109117,TERMINAL CAPAO DA IMBUIA,08:31
109120,TERMINAL BAIRRO ALTO,08:47
109117,TERMINAL CAPAO DA IMBUIA,09:05
109120,TERMINAL BAIRRO ALTO,09:23
109117,TERMINAL CAPAO DA IMBUIA,09:40
109120,TERMINAL BAIRRO ALTO,09:54
109117,TERMINAL CAPAO DA IMBUIA,10:10
109120,TERMINAL BAIRRO ALTO,10:26
109117,TERMINAL CAPAO DA IMBUIA,10:42
109120,TERMINAL BAIRRO ALTO,10:56
109117,TERMINAL CAPAO DA IMBUIA,11:11
109120,TERMINAL BAIRRO ALTO,11:26
109117,TERMINAL CAPAO DA IMBUIA,11:44
109120,TERMINAL BAIRRO ALTO,12:02
109117,TERMINAL CAPAO DA IMBUIA,12:20
109120,TERMINAL BAIRRO ALTO,12:36
109117,TERMINAL CAPAO DA IMBUIA,12:54
109120,TERMINAL BAIRRO ALTO,13:10
109117,TERMINAL CAPAO DA IMBUIA,13:28
109120,TERMINAL BAIRRO ALTO,13:44
109117,TERMINAL CAPAO DA IMBUIA,14:00
109120,TERMINAL BAIRRO ALTO,14:18
109117,TERMINAL CAPAO DA IMBUIA,14:32
109120,TERMINAL BAIRRO ALTO,14:47
109117,TERMINAL CAPAO DA IMBUIA,15:04
109120,TERMINAL BAIRRO ALTO,15:22
109117,TERMINAL CAPAO DA IMBUIA,15:38
109120,TERMINAL BAIRRO ALTO,15:52
109117,TERMINAL CAPAO DA IMBUIA,16:10
109120,TERMINAL BAIRRO ALTO,16:28
109117,TERMINAL CAPAO DA IMBUIA,16:46
109120,TERMINAL BAIRRO ALTO,17:04
109117,TERMINAL CAPAO DA IMBUIA,17:20
109120,TERMINAL BAIRRO ALTO,17:38
109117,TERMINAL CAPAO DA IMBUIA,17:54
109120,TERMINAL BAIRRO ALTO,18:09
109117,TERMINAL CAPAO DA IMBUIA,18:24
109120,TERMINAL BAIRRO ALTO,18:40
109117,TERMINAL CAPAO DA IMBUIA,18:56
109120,TERMINAL BAIRRO ALTO,19:14
109117,TERMINAL CAPAO DA IMBUIA,19:30
109120,TERMINAL BAIRRO ALTO,19:45
109117,TERMINAL CAPAO DA IMBUIA,20:00
109120,TERMINAL BAIRRO ALTO,20:16
109117,TERMINAL CAPAO DA IMBUIA,20:34
109120,TERMINAL BAIRRO ALTO,20:52
109117,TERMINAL CAPAO DA IMBUIA,21:08
109120,TERMINAL BAIRRO ALTO,21:26
109117,TERMINAL CAPAO DA IMBUIA,21:44
109120,TERMINAL BAIRRO ALTO,22:02
109117,TERMINAL CAPAO DA IMBUIA,22:18
109120,TERMINAL BAIRRO ALTO,22:34
109117,TERMINAL CAPAO DA IMBUIA,22:52
109120,TERMINAL BAIRRO ALTO,23:10
109117,TERMINAL CAPAO DA IMBUIA,23:26
109120,TERMINAL BAIRRO ALTO,23:44
109117,TERMINAL CAPAO DA IMBUIA,23:58
