Linha,X49
Tabela,001-2
num,ponto,horario
105801,TERMINAL PORTAO,17:16
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:34
108023,ESTACAO TUBO CENTRAL/NORTE,17:51
104411,TERMINAL CABRAL/SENTIDO NORTE,18:03
104413,TERMINAL CABRAL/SENTIDO SUL,18:06
108024,ESTACAO TUBO CENTRAL/SUL,18:18
108036,ESTACAO TUBO BENTO VIANA/SUL,18:37
