Linha,X49
Tabela,004-2
num,ponto,horario
105801,TERMINAL PORTAO,17:40
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:54
108023,ESTACAO TUBO CENTRAL/NORTE,18:13
104411,TERMINAL CABRAL/SENTIDO NORTE,18:25
104413,TERMINAL CABRAL/SENTIDO SUL,18:30
108024,ESTACAO TUBO CENTRAL/SUL,18:42
108036,ESTACAO TUBO BENTO VIANA/SUL,18:58
