Linha,380
Tabela,002
num,ponto,horario
130225,BAIRRO DETRAN,06:20
103509,PRACA ZACARIAS,06:40
181018,BAIRRO VICENTE MACHADO,07:00
101010,PRACA TIRADENTES,07:18
130225,BAIRRO DETRAN,07:40
103509,PRACA ZACARIAS,08:00
181018,BAIRRO VICENTE MACHADO,08:20
101010,PRACA TIRADENTES,08:38
130225,BAIRRO DETRAN,09:00
103509,PRACA ZACARIAS,09:20
181018,BAIRRO VICENTE MACHADO,09:40
101010,PRACA TIRADENTES,09:58
130225,BAIRRO DETRAN,10:20
103509,PRACA ZACARIAS,10:40
181018,BAIRRO VICENTE MACHADO,11:00
101010,PRACA TIRADENTES,11:18
130225,BAIRRO DETRAN,11:40
103509,PRACA ZACARIAS,12:00
181018,BAIRRO VICENTE MACHADO,12:20
101010,PRACA TIRADENTES,12:38
130225,BAIRRO DETRAN,13:00
103509,PRACA ZACARIAS,13:20
181018,BAIRRO VICENTE MACHADO,13:40
101010,PRACA TIRADENTES,13:58
130225,BAIRRO DETRAN,14:20
103509,PRACA ZACARIAS,14:40
181018,BAIRRO VICENTE MACHADO,15:00
101010,PRACA TIRADENTES,15:18
130225,BAIRRO DETRAN,15:40
103509,PRACA ZACARIAS,16:00
181018,BAIRRO VICENTE MACHADO,16:20
101010,PRACA TIRADENTES,16:38
130225,BAIRRO DETRAN,17:00
103509,PRACA ZACARIAS,17:20
181018,BAIRRO VICENTE MACHADO,17:40
101010,PRACA TIRADENTES,17:58
130225,BAIRRO DETRAN,18:20
103509,PRACA ZACARIAS,18:40
181018,BAIRRO VICENTE MACHADO,19:00
101010,PRACA TIRADENTES,19:18
130225,BAIRRO DETRAN,19:40
103509,PRACA ZACARIAS,20:00
181018,BAIRRO VICENTE MACHADO,20:20
101010,PRACA TIRADENTES,20:38
130225,BAIRRO DETRAN,21:00
103509,PRACA ZACARIAS,21:20
181018,BAIRRO VICENTE MACHADO,21:40
101010,PRACA TIRADENTES,21:58
130225,BAIRRO DETRAN,22:20
103509,PRACA ZACARIAS,22:40
181018,BAIRRO VICENTE MACHADO,23:00
101010,PRACA TIRADENTES,23:18
