Linha,203
Tabela,013
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,06:29
104413,TERMINAL CABRAL/SENTIDO SUL,06:41
108024,ESTACAO TUBO CENTRAL/SUL,06:51
108036,ESTACAO TUBO BENTO VIANA/SUL,07:03
104801,TERMINAL CAPAO RASO,07:25
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:44
108023,ESTACAO TUBO CENTRAL/NORTE,07:57
104411,TERMINAL CABRAL/SENTIDO NORTE,08:08
105901,TERMINAL SANTA CANDIDA,08:28
104413,TERMINAL CABRAL/SENTIDO SUL,08:40
108024,ESTACAO TUBO CENTRAL/SUL,08:51
108036,ESTACAO TUBO BENTO VIANA/SUL,09:03
104801,TERMINAL CAPAO RASO,09:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:46
108023,ESTACAO TUBO CENTRAL/NORTE,09:59
104411,TERMINAL CABRAL/SENTIDO NORTE,10:10
105901,TERMINAL SANTA CANDIDA,10:30
104413,TERMINAL CABRAL/SENTIDO SUL,10:42
108024,ESTACAO TUBO CENTRAL/SUL,10:53
108036,ESTACAO TUBO BENTO VIANA/SUL,11:05
104801,TERMINAL CAPAO RASO,11:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:46
108023,ESTACAO TUBO CENTRAL/NORTE,11:59
104411,TERMINAL CABRAL/SENTIDO NORTE,12:10
105901,TERMINAL SANTA CANDIDA,12:30
104413,TERMINAL CABRAL/SENTIDO SUL,12:42
108024,ESTACAO TUBO CENTRAL/SUL,12:53
108036,ESTACAO TUBO BENTO VIANA/SUL,13:05
104801,TERMINAL CAPAO RASO,13:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:46
108023,ESTACAO TUBO CENTRAL/NORTE,13:59
104411,TERMINAL CABRAL/SENTIDO NORTE,14:10
105901,TERMINAL SANTA CANDIDA,14:30
104413,TERMINAL CABRAL/SENTIDO SUL,14:42
108024,ESTACAO TUBO CENTRAL/SUL,14:53
108036,ESTACAO TUBO BENTO VIANA/SUL,15:05
104801,TERMINAL CAPAO RASO,15:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:46
108023,ESTACAO TUBO CENTRAL/NORTE,15:59
104411,TERMINAL CABRAL/SENTIDO NORTE,16:10
105901,TERMINAL SANTA CANDIDA,16:30
104413,TERMINAL CABRAL/SENTIDO SUL,16:42
108024,ESTACAO TUBO CENTRAL/SUL,16:53
108036,ESTACAO TUBO BENTO VIANA/SUL,17:05
104801,TERMINAL CAPAO RASO,17:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:46
108023,ESTACAO TUBO CENTRAL/NORTE,17:59
104411,TERMINAL CABRAL/SENTIDO NORTE,18:10
105901,TERMINAL SANTA CANDIDA,18:30
104413,TERMINAL CABRAL/SENTIDO SUL,18:42
108024,ESTACAO TUBO CENTRAL/SUL,18:53
108036,ESTACAO TUBO BENTO VIANA/SUL,19:06
104801,TERMINAL CAPAO RASO,19:31
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:49
108023,ESTACAO TUBO CENTRAL/NORTE,20:02
104411,TERMINAL CABRAL/SENTIDO NORTE,20:13
105901,TERMINAL SANTA CANDIDA,20:32
104413,TERMINAL CABRAL/SENTIDO SUL,20:44
108024,ESTACAO TUBO CENTRAL/SUL,20:54
108036,ESTACAO TUBO BENTO VIANA/SUL,21:06
104801,TERMINAL CAPAO RASO,21:27
108035,ESTACAO TUBO BENTO VIANA/NORTE,21:45
108023,ESTACAO TUBO CENTRAL/NORTE,21:58
104411,TERMINAL CABRAL/SENTIDO NORTE,22:09
105901,TERMINAL SANTA CANDIDA,22:28
104413,TERMINAL CABRAL/SENTIDO SUL,22:40
108024,ESTACAO TUBO CENTRAL/SUL,22:50
108036,ESTACAO TUBO BENTO VIANA/SUL,23:02
104801,TERMINAL CAPAO RASO,23:23
108035,ESTACAO TUBO BENTO VIANA/NORTE,23:40
108023,ESTACAO TUBO CENTRAL/NORTE,23:53
104411,TERMINAL CABRAL/SENTIDO NORTE,00:03
