Linha,374
Tabela,001
num,ponto,horario
104002,TERMINAL BAIRRO ALTO,05:54
103403,PRACA SANTOS ANDRADE,06:20
104002,TERMINAL BAIRRO ALTO,06:50
103403,PRACA SANTOS ANDRADE,07:20
104002,TERMINAL BAIRRO ALTO,07:50
103403,PRACA SANTOS ANDRADE,08:20
104002,TERMINAL BAIRRO ALTO,08:50
103403,PRACA SANTOS ANDRADE,09:20
104002,TERMINAL BAIRRO ALTO,09:50
103403,PRACA SANTOS ANDRADE,10:20
104002,TERMINAL BAIRRO ALTO,10:50
103403,PRACA SANTOS ANDRADE,11:20
104002,TERMINAL BAIRRO ALTO,11:50
103403,PRACA SANTOS ANDRADE,12:20
104002,TERMINAL BAIRRO ALTO,12:50
103403,PRACA SANTOS ANDRADE,13:20
104002,TERMINAL BAIRRO ALTO,13:50
103403,PRACA SANTOS ANDRADE,14:20
104002,TERMINAL BAIRRO ALTO,14:50
103403,PRACA SANTOS ANDRADE,15:20
104002,TERMINAL BAIRRO ALTO,15:50
103403,PRACA SANTOS ANDRADE,16:20
104002,TERMINAL BAIRRO ALTO,16:50
103403,PRACA SANTOS ANDRADE,17:20
104002,TERMINAL BAIRRO ALTO,17:50
103403,PRACA SANTOS ANDRADE,18:20
104002,TERMINAL BAIRRO ALTO,18:50
103403,PRACA SANTOS ANDRADE,19:20
104002,TERMINAL BAIRRO ALTO,19:50
103403,PRACA SANTOS ANDRADE,20:20
104002,TERMINAL BAIRRO ALTO,20:50
103403,PRACA SANTOS ANDRADE,21:20
104002,TERMINAL BAIRRO ALTO,21:50
103403,PRACA SANTOS ANDRADE,22:20
104002,TERMINAL BAIRRO ALTO,22:50
103403,PRACA SANTOS ANDRADE,23:15
104002,TERMINAL BAIRRO ALTO,23:40
103403,PRACA SANTOS ANDRADE,00:05
