Linha,711
Tabela,002-2
num,ponto,horario
105305,TERMINAL FAZENDINHA,16:23
180500,BAIRRO ITATIAIA,16:44
105305,TERMINAL FAZENDINHA,17:03
180500,BAIRRO ITATIAIA,17:26
105305,TERMINAL FAZENDINHA,17:44
180500,BAIRRO ITATIAIA,18:08
105305,TERMINAL FAZENDINHA,18:24
180500,BAIRRO ITATIAIA,18:48
105305,TERMINAL FAZENDINHA,19:04
180500,BAIRRO ITATIAIA,19:28
105305,TERMINAL FAZENDINHA,19:43
180500,BAIRRO ITATIAIA,20:09
105305,TERMINAL FAZENDINHA,20:21
180500,BAIRRO ITATIAIA,20:37
105305,TERMINAL FAZENDINHA,20:53
180500,BAIRRO ITATIAIA,21:09
105305,TERMINAL FAZENDINHA,21:25
180500,BAIRRO ITATIAIA,21:41
105305,TERMINAL FAZENDINHA,21:57
180500,BAIRRO ITATIAIA,22:12
105305,TERMINAL FAZENDINHA,22:28
180500,BAIRRO ITATIAIA,22:43
105305,TERMINAL FAZENDINHA,22:58
180500,BAIRRO ITATIAIA,23:13
105305,TERMINAL FAZENDINHA,23:29
180500,BAIRRO ITATIAIA,23:44
105305,TERMINAL FAZENDINHA,00:00
180500,BAIRRO ITATIAIA,00:15
105305,TERMINAL FAZENDINHA,00:32
