Linha,711
Tabela,001
num,ponto,horario
180500,BAIRRO ITATIAIA,05:20
105305,TERMINAL FAZENDINHA,05:36
180500,BAIRRO ITATIAIA,05:53
105305,TERMINAL FAZENDINHA,06:10
180500,BAIRRO ITATIAIA,06:26
105305,TERMINAL FAZENDINHA,06:44
180500,BAIRRO ITATIAIA,07:00
105305,TERMINAL FAZENDINHA,07:20
180500,BAIRRO ITATIAIA,07:37
105305,TERMINAL FAZENDINHA,07:55
180500,BAIRRO ITATIAIA,08:12
105305,TERMINAL FAZENDINHA,08:29
180500,BAIRRO ITATIAIA,08:46
105305,TERMINAL FAZENDINHA,09:03
180500,BAIRRO ITATIAIA,09:19
105305,TERMINAL FAZENDINHA,09:36
180500,BAIRRO ITATIAIA,09:52
105305,TERMINAL FAZENDINHA,10:09
180500,BAIRRO ITATIAIA,10:25
105305,TERMINAL FAZENDINHA,10:42
180500,BAIRRO ITATIAIA,10:58
105305,TERMINAL FAZENDINHA,11:15
180500,BAIRRO ITATIAIA,11:31
105305,TERMINAL FAZENDINHA,11:50
180500,BAIRRO ITATIAIA,12:07
105305,TERMINAL FAZENDINHA,12:25
180500,BAIRRO ITATIAIA,12:43
105305,TERMINAL FAZENDINHA,13:01
180500,BAIRRO ITATIAIA,13:19
105305,TERMINAL FAZENDINHA,13:37
180500,BAIRRO ITATIAIA,13:55
105305,TERMINAL FAZENDINHA,14:12
180500,BAIRRO ITATIAIA,14:30
105305,TERMINAL FAZENDINHA,14:47
180500,BAIRRO ITATIAIA,15:05
105305,TERMINAL FAZENDINHA,15:22
180500,BAIRRO ITATIAIA,15:40
105305,TERMINAL FAZENDINHA,15:57
180500,BAIRRO ITATIAIA,16:17
105305,TERMINAL FAZENDINHA,16:36
180500,BAIRRO ITATIAIA,16:58
105305,TERMINAL FAZENDINHA,17:17
180500,BAIRRO ITATIAIA,17:40
105305,TERMINAL FAZENDINHA,17:58
180500,BAIRRO ITATIAIA,18:22
105305,TERMINAL FAZENDINHA,18:38
180500,BAIRRO ITATIAIA,19:01
105305,TERMINAL FAZENDINHA,19:17
180500,BAIRRO ITATIAIA,19:41
105305,TERMINAL FAZENDINHA,19:55
