Linha,472
Tabela,001
num,ponto,horario
140807,BAIRRO UBERABA,05:50
102024,PRACA RUI BARBOSA,06:23
140807,BAIRRO UBERABA,06:56
102024,PRACA RUI BARBOSA,07:29
140807,BAIRRO UBERABA,08:02
102024,PRACA RUI BARBOSA,08:35
140807,BAIRRO UBERABA,09:08
102024,PRACA RUI BARBOSA,09:41
140807,BAIRRO UBERABA,10:14
102024,PRACA RUI BARBOSA,10:47
140807,BAIRRO UBERABA,11:20
102024,PRACA RUI BARBOSA,11:53
140807,BAIRRO UBERABA,12:26
102024,PRACA RUI BARBOSA,12:59
140807,BAIRRO UBERABA,13:32
102024,PRACA RUI BARBOSA,14:05
140807,BAIRRO UBERABA,14:38
102024,PRACA RUI BARBOSA,15:11
140807,BAIRRO UBERABA,15:44
102024,PRACA RUI BARBOSA,16:17
140807,BAIRRO UBERABA,16:50
102024,PRACA RUI BARBOSA,17:23
140807,BAIRRO UBERABA,17:56
102024,PRACA RUI BARBOSA,18:29
140807,BAIRRO UBERABA,19:02
102024,PRACA RUI BARBOSA,19:35
140807,BAIRRO UBERABA,20:08
102024,PRACA RUI BARBOSA,20:41
140807,BAIRRO UBERABA,21:14
102024,PRACA RUI BARBOSA,21:47
140807,BAIRRO UBERABA,22:20
102024,PRACA RUI BARBOSA,22:53
140807,BAIRRO UBERABA,23:26
102024,PRACA RUI BARBOSA,00:00
