Linha,642
Tabela,001
num,ponto,horario
160180,BAIRRO GANCHINHO,05:40
105716,TERMINAL PINHEIRINHO,06:10
160180,BAIRRO GANCHINHO,06:40
105716,TERMINAL PINHEIRINHO,07:10
160180,BAIRRO GANCHINHO,07:40
105716,TERMINAL PINHEIRINHO,08:10
160180,BAIRRO GANCHINHO,08:40
105716,TERMINAL PINHEIRINHO,09:10
160180,BAIRRO GANCHINHO,09:40
105716,TERMINAL PINHEIRINHO,10:10
160180,BAIRRO GANCHINHO,10:40
105716,TERMINAL PINHEIRINHO,11:10
160180,BAIRRO GANCHINHO,11:40
105716,TERMINAL PINHEIRINHO,12:15
160180,BAIRRO GANCHINHO,12:45
105716,TERMINAL PINHEIRINHO,13:20
160180,BAIRRO GANCHINHO,13:50
105716,TERMINAL PINHEIRINHO,14:25
160180,BAIRRO GANCHINHO,14:55
105716,TERMINAL PINHEIRINHO,15:30
160180,BAIRRO GANCHINHO,16:00
105716,TERMINAL PINHEIRINHO,16:35
160180,BAIRRO GANCHINHO,17:05
105716,TERMINAL PINHEIRINHO,17:40
160180,BAIRRO GANCHINHO,18:10
105716,TERMINAL PINHEIRINHO,18:45
160180,BAIRRO GANCHINHO,19:15
105716,TERMINAL PINHEIRINHO,19:45
160180,BAIRRO GANCHINHO,20:15
105716,TERMINAL PINHEIRINHO,20:45
160180,BAIRRO GANCHINHO,21:15
105716,TERMINAL PINHEIRINHO,21:45
160180,BAIRRO GANCHINHO,22:15
105716,TERMINAL PINHEIRINHO,22:45
160180,BAIRRO GANCHINHO,23:15
105716,TERMINAL PINHEIRINHO,23:48
