Linha,561
Tabela,002
num,ponto,horario
150628,BAIRRO GUILHERMINA,06:15
102006,PRACA RUI BARBOSA,06:40
150628,BAIRRO GUILHERMINA,07:05
102006,PRACA RUI BARBOSA,07:30
150628,BAIRRO GUILHERMINA,07:55
102006,PRACA RUI BARBOSA,08:20
150628,BAIRRO GUILHERMINA,08:45
102006,PRACA RUI BARBOSA,09:10
150628,BAIRRO GUILHERMINA,09:35
102006,PRACA RUI BARBOSA,10:00
150628,BAIRRO GUILHERMINA,10:25
102006,PRACA RUI BARBOSA,10:50
150628,BAIRRO GUILHERMINA,11:15
102006,PRACA RUI BARBOSA,11:40
150628,BAIRRO GUILHERMINA,12:05
102006,PRACA RUI BARBOSA,12:30
150628,BAIRRO GUILHERMINA,12:55
102006,PRACA RUI BARBOSA,13:20
150628,BAIRRO GUILHERMINA,13:45
102006,PRACA RUI BARBOSA,14:10
150628,BAIRRO GUILHERMINA,14:35
102006,PRACA RUI BARBOSA,15:00
150628,BAIRRO GUILHERMINA,15:25
102006,PRACA RUI BARBOSA,15:50
150628,BAIRRO GUILHERMINA,16:15
102006,PRACA RUI BARBOSA,16:40
150628,BAIRRO GUILHERMINA,17:05
102006,PRACA RUI BARBOSA,17:30
150628,BAIRRO GUILHERMINA,17:55
102006,PRACA RUI BARBOSA,18:20
150628,BAIRRO GUILHERMINA,18:45
102006,PRACA RUI BARBOSA,19:10
150628,BAIRRO GUILHERMINA,19:35
102006,PRACA RUI BARBOSA,20:00
150628,BAIRRO GUILHERMINA,20:25
102006,PRACA RUI BARBOSA,20:50
150628,BAIRRO GUILHERMINA,21:15
102006,PRACA RUI BARBOSA,21:40
150628,BAIRRO GUILHERMINA,22:05
102006,PRACA RUI BARBOSA,22:30
150628,BAIRRO GUILHERMINA,22:55
102006,PRACA RUI BARBOSA,23:20
150628,BAIRRO GUILHERMINA,23:45
102006,PRACA RUI BARBOSA,00:10
