Linha,821
Tabela,002
num,ponto,horario
106017,TERMINAL SANTA FELICIDADE,06:50
104608,TERMINAL CAMPO COMPRIDO,07:20
106017,TERMINAL SANTA FELICIDADE,07:50
104608,TERMINAL CAMPO COMPRIDO,08:20
106017,TERMINAL SANTA FELICIDADE,08:50
104608,TERMINAL CAMPO COMPRIDO,09:21
106017,TERMINAL SANTA FELICIDADE,09:54
104608,TERMINAL CAMPO COMPRIDO,10:26
106017,TERMINAL SANTA FELICIDADE,11:01
104608,TERMINAL CAMPO COMPRIDO,11:33
106017,TERMINAL SANTA FELICIDADE,12:08
104608,TERMINAL CAMPO COMPRIDO,12:40
106017,TERMINAL SANTA FELICIDADE,13:15
104608,TERMINAL CAMPO COMPRIDO,13:47
106017,TERMINAL SANTA FELICIDADE,14:22
104608,TERMINAL CAMPO COMPRIDO,14:54
106017,TERMINAL SANTA FELICIDADE,15:28
104608,TERMINAL CAMPO COMPRIDO,16:00
106017,TERMINAL SANTA FELICIDADE,16:34
104608,TERMINAL CAMPO COMPRIDO,17:05
106017,TERMINAL SANTA FELICIDADE,17:39
104608,TERMINAL CAMPO COMPRIDO,18:09
106017,TERMINAL SANTA FELICIDADE,18:41
104608,TERMINAL CAMPO COMPRIDO,19:11
