Linha,022
Tabela,002
num,ponto,horario
109095,TERMINAL CAPAO RASO,06:00
109091,TERMINAL PORTAO,06:05
109125,TERMINAL CAMPINA DO SIQUEIRA,06:22
109086,TERMINAL CABRAL,06:47
109119,TERMINAL CAPAO DA IMBUIA,07:12
109108,TERMINAL HAUER,07:26
109095,TERMINAL CAPAO RASO,07:42
109091,TERMINAL PORTAO,07:47
109125,TERMINAL CAMPINA DO SIQUEIRA,08:07
109086,TERMINAL CABRAL,08:34
109119,TERMINAL CAPAO DA IMBUIA,09:00
109108,TERMINAL HAUER,09:16
109095,TERMINAL CAPAO RASO,09:38
109091,TERMINAL PORTAO,09:43
109125,TERMINAL CAMPINA DO SIQUEIRA,10:05
109086,TERMINAL CABRAL,10:30
109119,TERMINAL CAPAO DA IMBUIA,10:59
109108,TERMINAL HAUER,11:14
109095,TERMINAL CAPAO RASO,11:33
109091,TERMINAL PORTAO,11:38
109125,TERMINAL CAMPINA DO SIQUEIRA,12:00
109086,TERMINAL CABRAL,12:25
109119,TERMINAL CAPAO DA IMBUIA,12:54
109108,TERMINAL HAUER,13:09
109095,TERMINAL CAPAO RASO,13:28
109091,TERMINAL PORTAO,13:33
109125,TERMINAL CAMPINA DO SIQUEIRA,13:55
109086,TERMINAL CABRAL,14:20
109119,TERMINAL CAPAO DA IMBUIA,14:49
109108,TERMINAL HAUER,15:04
109095,TERMINAL CAPAO RASO,15:23
109091,TERMINAL PORTAO,15:28
109125,TERMINAL CAMPINA DO SIQUEIRA,15:50
109086,TERMINAL CABRAL,16:15
109119,TERMINAL CAPAO DA IMBUIA,16:44
109108,TERMINAL HAUER,16:59
109095,TERMINAL CAPAO RASO,17:18
109091,TERMINAL PORTAO,17:23
109125,TERMINAL CAMPINA DO SIQUEIRA,17:45
109086,TERMINAL CABRAL,18:10
109119,TERMINAL CAPAO DA IMBUIA,18:39
109108,TERMINAL HAUER,18:55
109095,TERMINAL CAPAO RASO,19:14
109091,TERMINAL PORTAO,19:20
109125,TERMINAL CAMPINA DO SIQUEIRA,19:43
109086,TERMINAL CABRAL,20:10
109119,TERMINAL CAPAO DA IMBUIA,20:39
109108,TERMINAL HAUER,20:58
109095,TERMINAL CAPAO RASO,21:13
109091,TERMINAL PORTAO,21:19
109125,TERMINAL CAMPINA DO SIQUEIRA,21:39
109086,TERMINAL CABRAL,22:02
109119,TERMINAL CAPAO DA IMBUIA,22:27
109108,TERMINAL HAUER,22:41
109095,TERMINAL CAPAO RASO,22:56
109091,TERMINAL PORTAO,23:01
109125,TERMINAL CAMPINA DO SIQUEIRA,23:22
109086,TERMINAL CABRAL,23:45
