Linha,820
Tabela,001
num,ponto,horario
181002,RUA THEODORO LOCKER,05:30
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,05:32
104916,TERM. C.C. AUGUSTA/V.MARQUETO,05:49
180376,BAIRRO VILA MARQUETO,06:15
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,06:35
104916,TERM. C.C. AUGUSTA/V.MARQUETO,06:52
180376,BAIRRO VILA MARQUETO,07:18
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,07:39
104916,TERM. C.C. AUGUSTA/V.MARQUETO,07:56
180376,BAIRRO VILA MARQUETO,08:22
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,08:43
104916,TERM. C.C. AUGUSTA/V.MARQUETO,09:00
180376,BAIRRO VILA MARQUETO,09:30
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,09:51
104916,TERM. C.C. AUGUSTA/V.MARQUETO,10:08
180376,BAIRRO VILA MARQUETO,10:38
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,10:59
104916,TERM. C.C. AUGUSTA/V.MARQUETO,11:16
180376,BAIRRO VILA MARQUETO,11:46
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,12:07
104916,TERM. C.C. AUGUSTA/V.MARQUETO,12:24
180376,BAIRRO VILA MARQUETO,12:54
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,13:15
104916,TERM. C.C. AUGUSTA/V.MARQUETO,13:32
180376,BAIRRO VILA MARQUETO,14:02
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,14:23
104916,TERM. C.C. AUGUSTA/V.MARQUETO,14:40
180376,BAIRRO VILA MARQUETO,15:10
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,15:31
104916,TERM. C.C. AUGUSTA/V.MARQUETO,15:48
180376,BAIRRO VILA MARQUETO,16:18
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,16:39
104916,TERM. C.C. AUGUSTA/V.MARQUETO,16:56
180376,BAIRRO VILA MARQUETO,17:26
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,17:47
104916,TERM. C.C. AUGUSTA/V.MARQUETO,18:04
180376,BAIRRO VILA MARQUETO,18:34
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,18:55
104916,TERM. C.C. AUGUSTA/V.MARQUETO,19:12
180376,BAIRRO VILA MARQUETO,19:44
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,20:05
104916,TERM. C.C. AUGUSTA/V.MARQUETO,20:22
180376,BAIRRO VILA MARQUETO,20:49
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,21:10
104916,TERM. C.C. AUGUSTA/V.MARQUETO,21:27
180376,BAIRRO VILA MARQUETO,21:52
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,22:12
104916,TERM. C.C. AUGUSTA/V.MARQUETO,22:28
180376,BAIRRO VILA MARQUETO,22:53
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,23:13
104916,TERM. C.C. AUGUSTA/V.MARQUETO,23:28
180376,BAIRRO VILA MARQUETO,23:53
180950,BAIRRO AUGUSTA VIA MOR.TRIANON,00:13
104916,TERM. C.C. AUGUSTA/V.MARQUETO,00:27
