Linha,761
Tabela,001
num,ponto,horario
181119,BAIRRO V. IZABEL,05:30
102012,PRACA RUI BARBOSA,05:57
181119,BAIRRO V. IZABEL,06:26
102012,PRACA RUI BARBOSA,07:02
181119,BAIRRO V. IZABEL,07:34
102012,PRACA RUI BARBOSA,08:14
181119,BAIRRO V. IZABEL,08:49
102012,PRACA RUI BARBOSA,09:24
181119,BAIRRO V. IZABEL,09:59
102012,PRACA RUI BARBOSA,10:34
181119,BAIRRO V. IZABEL,11:09
102012,PRACA RUI BARBOSA,11:44
181119,BAIRRO V. IZABEL,12:19
102012,PRACA RUI BARBOSA,12:54
181119,BAIRRO V. IZABEL,13:29
102012,PRACA RUI BARBOSA,14:04
181119,BAIRRO V. IZABEL,14:39
102012,PRACA RUI BARBOSA,15:14
181119,BAIRRO V. IZABEL,15:54
102012,PRACA RUI BARBOSA,16:32
181119,BAIRRO V. IZABEL,17:12
102012,PRACA RUI BARBOSA,17:53
181119,BAIRRO V. IZABEL,18:35
102012,PRACA RUI BARBOSA,19:14
