Linha,X07
Tabela,1
num,ponto,horario
160183,RUA GUAÇUI (PONTO INICIAL X07),05:00
160756,BAIRRO OSTERNACK (X07),05:03
106115,TERMINAL SITIO CERCADO,05:18
160756,BAIRRO OSTERNACK (X07),05:36
106115,TERMINAL SITIO CERCADO,05:54
160756,BAIRRO OSTERNACK (X07),06:12
106115,TERMINAL SITIO CERCADO,06:30
160756,BAIRRO OSTERNACK (X07),06:48
106115,TERMINAL SITIO CERCADO,07:06
160756,BAIRRO OSTERNACK (X07),07:24
106115,TERMINAL SITIO CERCADO,07:42
160756,BAIRRO OSTERNACK (X07),08:00
106115,TERMINAL SITIO CERCADO,08:18
160756,BAIRRO OSTERNACK (X07),08:36
106115,TERMINAL SITIO CERCADO,08:54
160756,BAIRRO OSTERNACK (X07),09:12
106115,TERMINAL SITIO CERCADO,09:30
160756,BAIRRO OSTERNACK (X07),09:48
106115,TERMINAL SITIO CERCADO,10:06
160756,BAIRRO OSTERNACK (X07),10:24
106115,TERMINAL SITIO CERCADO,10:42
160756,BAIRRO OSTERNACK (X07),11:00
106115,TERMINAL SITIO CERCADO,11:18
160756,BAIRRO OSTERNACK (X07),11:36
106115,TERMINAL SITIO CERCADO,11:54
160756,BAIRRO OSTERNACK (X07),12:12
106115,TERMINAL SITIO CERCADO,12:30
160756,BAIRRO OSTERNACK (X07),12:48
106115,TERMINAL SITIO CERCADO,13:06
160756,BAIRRO OSTERNACK (X07),13:24
106115,TERMINAL SITIO CERCADO,13:42
160756,BAIRRO OSTERNACK (X07),14:00
106115,TERMINAL SITIO CERCADO,14:18
160756,BAIRRO OSTERNACK (X07),14:36
106115,TERMINAL SITIO CERCADO,14:54
160756,BAIRRO OSTERNACK (X07),15:12
106115,TERMINAL SITIO CERCADO,15:30
160756,BAIRRO OSTERNACK (X07),15:48
106115,TERMINAL SITIO CERCADO,16:06
160756,BAIRRO OSTERNACK (X07),16:24
106115,TERMINAL SITIO CERCADO,16:42
160756,BAIRRO OSTERNACK (X07),17:00
106115,TERMINAL SITIO CERCADO,17:18
160756,BAIRRO OSTERNACK (X07),17:36
106115,TERMINAL SITIO CERCADO,17:54
160756,BAIRRO OSTERNACK (X07),18:12
106115,TERMINAL SITIO CERCADO,18:30
160756,BAIRRO OSTERNACK (X07),18:48
106115,TERMINAL SITIO CERCADO,19:06
160756,BAIRRO OSTERNACK (X07),19:24
106115,TERMINAL SITIO CERCADO,19:42
160756,BAIRRO OSTERNACK (X07),20:00
106115,TERMINAL SITIO CERCADO,20:18
160756,BAIRRO OSTERNACK (X07),20:36
106115,TERMINAL SITIO CERCADO,20:54
160756,BAIRRO OSTERNACK (X07),21:12
106115,TERMINAL SITIO CERCADO,21:30
160756,BAIRRO OSTERNACK (X07),21:48
106115,TERMINAL SITIO CERCADO,22:06
160756,BAIRRO OSTERNACK (X07),22:24
106115,TERMINAL SITIO CERCADO,22:42
160756,BAIRRO OSTERNACK (X07),23:00
106115,TERMINAL SITIO CERCADO,23:18
160756,BAIRRO OSTERNACK (X07),23:36
106115,TERMINAL SITIO CERCADO,23:54
