Linha,826
Tabela,002
num,ponto,horario
105205,TERMINAL CIC,05:26
105008,TERM.CAIUA SENTIDO TERM.C.COMP,05:41
104615,TERMINAL CAMPO COMPRIDO,05:58
105006,TERM. CAIUA SENTIDO CIC,06:14
105205,TERMINAL CIC,06:32
105008,TERM.CAIUA SENTIDO TERM.C.COMP,06:47
104615,TERMINAL CAMPO COMPRIDO,07:04
105006,TERM. CAIUA SENTIDO CIC,07:20
105205,TERMINAL CIC,07:38
105008,TERM.CAIUA SENTIDO TERM.C.COMP,07:53
104615,TERMINAL CAMPO COMPRIDO,08:10
105006,TERM. CAIUA SENTIDO CIC,08:26
105205,TERMINAL CIC,08:44
105008,TERM.CAIUA SENTIDO TERM.C.COMP,08:59
104615,TERMINAL CAMPO COMPRIDO,09:16
105006,TERM. CAIUA SENTIDO CIC,09:32
105205,TERMINAL CIC,09:50
105008,TERM.CAIUA SENTIDO TERM.C.COMP,10:06
104615,TERMINAL CAMPO COMPRIDO,10:24
105006,TERM. CAIUA SENTIDO CIC,10:41
105205,TERMINAL CIC,11:00
105008,TERM.CAIUA SENTIDO TERM.C.COMP,11:16
104615,TERMINAL CAMPO COMPRIDO,11:34
105006,TERM. CAIUA SENTIDO CIC,11:51
105205,TERMINAL CIC,12:10
105008,TERM.CAIUA SENTIDO TERM.C.COMP,12:25
104615,TERMINAL CAMPO COMPRIDO,12:42
105006,TERM. CAIUA SENTIDO CIC,12:58
105205,TERMINAL CIC,13:16
105008,TERM.CAIUA SENTIDO TERM.C.COMP,13:31
104615,TERMINAL CAMPO COMPRIDO,13:48
105006,TERM. CAIUA SENTIDO CIC,14:04
105205,TERMINAL CIC,14:22
105008,TERM.CAIUA SENTIDO TERM.C.COMP,14:37
104615,TERMINAL CAMPO COMPRIDO,14:54
105006,TERM. CAIUA SENTIDO CIC,15:10
105205,TERMINAL CIC,15:28
105008,TERM.CAIUA SENTIDO TERM.C.COMP,15:43
104615,TERMINAL CAMPO COMPRIDO,16:00
105006,TERM. CAIUA SENTIDO CIC,16:16
105205,TERMINAL CIC,16:34
105008,TERM.CAIUA SENTIDO TERM.C.COMP,16:49
104615,TERMINAL CAMPO COMPRIDO,17:06
105006,TERM. CAIUA SENTIDO CIC,17:22
105205,TERMINAL CIC,17:40
105008,TERM.CAIUA SENTIDO TERM.C.COMP,17:55
104615,TERMINAL CAMPO COMPRIDO,18:12
105006,TERM. CAIUA SENTIDO CIC,18:28
105205,TERMINAL CIC,18:46
105008,TERM.CAIUA SENTIDO TERM.C.COMP,19:01
104615,TERMINAL CAMPO COMPRIDO,19:18
105006,TERM. CAIUA SENTIDO CIC,19:34
105205,TERMINAL CIC,19:52
105008,TERM.CAIUA SENTIDO TERM.C.COMP,20:07
104615,TERMINAL CAMPO COMPRIDO,20:24
105006,TERM. CAIUA SENTIDO CIC,20:40
105205,TERMINAL CIC,20:57
105008,TERM.CAIUA SENTIDO TERM.C.COMP,21:11
104615,TERMINAL CAMPO COMPRIDO,21:28
105006,TERM. CAIUA SENTIDO CIC,21:44
105205,TERMINAL CIC,22:01
105008,TERM.CAIUA SENTIDO TERM.C.COMP,22:15
104615,TERMINAL CAMPO COMPRIDO,22:32
105006,TERM. CAIUA SENTIDO CIC,22:48
105205,TERMINAL CIC,23:05
105008,TERM.CAIUA SENTIDO TERM.C.COMP,23:19
104615,TERMINAL CAMPO COMPRIDO,23:36
105006,TERM. CAIUA SENTIDO CIC,23:52
