Linha,X42
Tabela,001
num,ponto,horario
104406,TERMINAL CABRAL,05:20
104703,TERMINAL CAPAO DA IMBUIA,05:45
104406,TERMINAL CABRAL,06:10
104703,TERMINAL CAPAO DA IMBUIA,06:35
104406,TERMINAL CABRAL,07:00
104703,TERMINAL CAPAO DA IMBUIA,07:25
104406,TERMINAL CABRAL,07:50
104703,TERMINAL CAPAO DA IMBUIA,08:15
104406,TERMINAL CABRAL,08:40
104703,TERMINAL CAPAO DA IMBUIA,09:05
104406,TERMINAL CABRAL,09:30
104703,TERMINAL CAPAO DA IMBUIA,09:55
104406,TERMINAL CABRAL,10:20
104703,TERMINAL CAPAO DA IMBUIA,10:45
104406,TERMINAL CABRAL,11:10
104703,TERMINAL CAPAO DA IMBUIA,11:35
104406,TERMINAL CABRAL,12:00
104703,TERMINAL CAPAO DA IMBUIA,12:25
104406,TERMINAL CABRAL,12:50
104703,TERMINAL CAPAO DA IMBUIA,13:15
104406,TERMINAL CABRAL,13:40
104703,TERMINAL CAPAO DA IMBUIA,14:05
104406,TERMINAL CABRAL,14:30
104703,TERMINAL CAPAO DA IMBUIA,14:55
104406,TERMINAL CABRAL,15:20
104703,TERMINAL CAPAO DA IMBUIA,15:45
104406,TERMINAL CABRAL,16:10
104703,TERMINAL CAPAO DA IMBUIA,16:35
104406,TERMINAL CABRAL,17:00
104703,TERMINAL CAPAO DA IMBUIA,17:25
104406,TERMINAL CABRAL,17:50
104703,TERMINAL CAPAO DA IMBUIA,18:15
104406,TERMINAL CABRAL,18:40
104703,TERMINAL CAPAO DA IMBUIA,19:05
104406,TERMINAL CABRAL,19:30
104703,TERMINAL CAPAO DA IMBUIA,19:55
104406,TERMINAL CABRAL,20:20
104703,TERMINAL CAPAO DA IMBUIA,20:45
104406,TERMINAL CABRAL,21:10
104703,TERMINAL CAPAO DA IMBUIA,21:35
104406,TERMINAL CABRAL,22:00
104703,TERMINAL CAPAO DA IMBUIA,22:25
104406,TERMINAL CABRAL,22:50
104703,TERMINAL CAPAO DA IMBUIA,23:15
104406,TERMINAL CABRAL,23:40
104703,TERMINAL CAPAO DA IMBUIA,00:05
