Linha,365
Tabela,001
num,ponto,horario
130285,ESTACAO FAGUNDES VARELA,05:50
103503,PRACA ZACARIAS,06:14
180956,BAIRRO BATEL,06:36
103201,PRACA CARLOS GOMES,06:54
130285,ESTACAO FAGUNDES VARELA,07:20
103503,PRACA ZACARIAS,07:44
180956,BAIRRO BATEL,08:06
103201,PRACA CARLOS GOMES,08:24
130285,ESTACAO FAGUNDES VARELA,08:50
103503,PRACA ZACARIAS,09:15
180956,BAIRRO BATEL,09:37
103201,PRACA CARLOS GOMES,09:56
130285,ESTACAO FAGUNDES VARELA,10:22
103503,PRACA ZACARIAS,10:47
180956,BAIRRO BATEL,11:09
103201,PRACA CARLOS GOMES,11:28
130285,ESTACAO FAGUNDES VARELA,11:54
103503,PRACA ZACARIAS,12:19
180956,BAIRRO BATEL,12:41
103201,PRACA CARLOS GOMES,13:00
130285,ESTACAO FAGUNDES VARELA,13:26
103503,PRACA ZACARIAS,13:51
180956,BAIRRO BATEL,14:13
103201,PRACA CARLOS GOMES,14:32
130285,ESTACAO FAGUNDES VARELA,14:58
103503,PRACA ZACARIAS,15:23
180956,BAIRRO BATEL,15:45
103201,PRACA CARLOS GOMES,16:04
130285,ESTACAO FAGUNDES VARELA,16:30
103503,PRACA ZACARIAS,16:55
180956,BAIRRO BATEL,17:17
103201,PRACA CARLOS GOMES,17:36
130285,ESTACAO FAGUNDES VARELA,18:02
103503,PRACA ZACARIAS,18:27
180956,BAIRRO BATEL,18:49
103201,PRACA CARLOS GOMES,19:08
130285,ESTACAO FAGUNDES VARELA,19:34
103503,PRACA ZACARIAS,19:59
180956,BAIRRO BATEL,20:21
103201,PRACA CARLOS GOMES,20:40
130285,ESTACAO FAGUNDES VARELA,21:05
103503,PRACA ZACARIAS,21:28
180956,BAIRRO BATEL,21:51
103201,PRACA CARLOS GOMES,22:09
130285,ESTACAO FAGUNDES VARELA,22:35
103503,PRACA ZACARIAS,22:58
180956,BAIRRO BATEL,23:15
103201,PRACA CARLOS GOMES,23:32
