Linha,967
Tabela,001
num,ponto,horario
190539,BAIRRO JULIO GRAF,05:25
101014,PRACA TIRADENTES,05:50
190539,BAIRRO JULIO GRAF,06:15
101014,PRACA TIRADENTES,06:40
190539,BAIRRO JULIO GRAF,07:05
101014,PRACA TIRADENTES,07:30
190539,BAIRRO JULIO GRAF,07:55
101014,PRACA TIRADENTES,08:20
190539,BAIRRO JULIO GRAF,08:45
101014,PRACA TIRADENTES,09:10
190539,BAIRRO JULIO GRAF,09:35
101014,PRACA TIRADENTES,10:00
190539,BAIRRO JULIO GRAF,10:25
101014,PRACA TIRADENTES,10:50
190539,BAIRRO JULIO GRAF,11:15
101014,PRACA TIRADENTES,11:40
190539,BAIRRO JULIO GRAF,12:05
101014,PRACA TIRADENTES,12:30
190539,BAIRRO JULIO GRAF,12:55
101014,PRACA TIRADENTES,13:20
190539,BAIRRO JULIO GRAF,13:45
101014,PRACA TIRADENTES,14:10
190539,BAIRRO JULIO GRAF,14:35
101014,PRACA TIRADENTES,15:00
190539,BAIRRO JULIO GRAF,15:25
101014,PRACA TIRADENTES,15:50
190539,BAIRRO JULIO GRAF,16:15
101014,PRACA TIRADENTES,16:40
190539,BAIRRO JULIO GRAF,17:05
101014,PRACA TIRADENTES,17:30
190539,BAIRRO JULIO GRAF,17:55
101014,PRACA TIRADENTES,18:20
190539,BAIRRO JULIO GRAF,18:45
101014,PRACA TIRADENTES,19:10
190539,BAIRRO JULIO GRAF,19:35
101014,PRACA TIRADENTES,20:00
190539,BAIRRO JULIO GRAF,20:25
101014,PRACA TIRADENTES,20:50
190539,BAIRRO JULIO GRAF,21:15
101014,PRACA TIRADENTES,21:40
190539,BAIRRO JULIO GRAF,22:05
101014,PRACA TIRADENTES,22:30
190539,BAIRRO JULIO GRAF,22:55
101014,PRACA TIRADENTES,23:20
190539,BAIRRO JULIO GRAF,23:45
101014,PRACA TIRADENTES,00:10
