Linha,674
Tabela,002
num,ponto,horario
170987,BAIRRO NSA.SRA.DA LUZ,05:55
102030,PRACA RUI BARBOSA,06:38
170987,BAIRRO NSA.SRA.DA LUZ,07:15
102030,PRACA RUI BARBOSA,08:11
170987,BAIRRO NSA.SRA.DA LUZ,08:55
102030,PRACA RUI BARBOSA,09:42
170987,BAIRRO NSA.SRA.DA LUZ,10:19
102030,PRACA RUI BARBOSA,11:00
170987,BAIRRO NSA.SRA.DA LUZ,11:40
102030,PRACA RUI BARBOSA,12:22
170987,BAIRRO NSA.SRA.DA LUZ,13:02
102030,PRACA RUI BARBOSA,13:45
170987,BAIRRO NSA.SRA.DA LUZ,14:27
102030,PRACA RUI BARBOSA,15:09
170987,BAIRRO NSA.SRA.DA LUZ,15:49
102030,PRACA RUI BARBOSA,16:36
170987,BAIRRO NSA.SRA.DA LUZ,17:29
102030,PRACA RUI BARBOSA,18:17
170987,BAIRRO NSA.SRA.DA LUZ,19:11
102030,PRACA RUI BARBOSA,19:54
