Linha,307
Tabela,001
num,ponto,horario
109120,TERMINAL BAIRRO ALTO,05:50
109055,TUBO NESTOR DE CASTRO,06:14
109121,TERMINAL SANTA FELICIDADE,06:32
109053,TUBO TIRADENTES,06:52
109120,TERMINAL BAIRRO ALTO,07:19
109055,TUBO NESTOR DE CASTRO,07:45
109121,TERMINAL SANTA FELICIDADE,08:05
109053,TUBO TIRADENTES,08:25
109120,TERMINAL BAIRRO ALTO,08:53
109055,TUBO NESTOR DE CASTRO,09:21
109121,TERMINAL SANTA FELICIDADE,09:40
109053,TUBO TIRADENTES,10:01
109120,TERMINAL BAIRRO ALTO,10:30
109055,TUBO NESTOR DE CASTRO,10:59
109121,TERMINAL SANTA FELICIDADE,11:19
109053,TUBO TIRADENTES,11:41
109120,TERMINAL BAIRRO ALTO,12:09
109055,TUBO NESTOR DE CASTRO,12:41
109121,TERMINAL SANTA FELICIDADE,13:03
109053,TUBO TIRADENTES,13:26
109120,TERMINAL BAIRRO ALTO,13:57
109055,TUBO NESTOR DE CASTRO,14:29
109121,TERMINAL SANTA FELICIDADE,14:53
109053,TUBO TIRADENTES,15:16
