Linha,505
Tabela,005
num,ponto,horario
109103,TERMINAL BOQUEIRAO,06:55
109037,TUBO MUSEU OSCAR NIEMEYER,07:37
109103,TERMINAL BOQUEIRAO,08:19
109037,TUBO MUSEU OSCAR NIEMEYER,09:01
109103,TERMINAL BOQUEIRAO,09:43
109037,TUBO MUSEU OSCAR NIEMEYER,10:25
109103,TERMINAL BOQUEIRAO,11:07
109037,TUBO MUSEU OSCAR NIEMEYER,11:49
109103,TERMINAL BOQUEIRAO,12:31
109037,TUBO MUSEU OSCAR NIEMEYER,13:13
109103,TERMINAL BOQUEIRAO,14:00
109037,TUBO MUSEU OSCAR NIEMEYER,14:41
109103,TERMINAL BOQUEIRAO,15:24
109037,TUBO MUSEU OSCAR NIEMEYER,16:04
109103,TERMINAL BOQUEIRAO,16:45
109037,TUBO MUSEU OSCAR NIEMEYER,17:26
109103,TERMINAL BOQUEIRAO,18:07
109037,TUBO MUSEU OSCAR NIEMEYER,18:48
