Linha,050
Tabela,007
num,ponto,horario
105804,TERMINAL PORTAO(SENT.FAZENDIN),06:12
105312,TERMINAL FAZENDINHA,06:34
105811,TERMINAL PORTAO(SENT.OFICINAS),06:53
105607,TERMINAL V.OFICINAS,07:41
105804,TERMINAL PORTAO(SENT.FAZENDIN),08:40
105312,TERMINAL FAZENDINHA,08:58
105811,TERMINAL PORTAO(SENT.OFICINAS),09:16
105607,TERMINAL V.OFICINAS,10:02
105804,TERMINAL PORTAO(SENT.FAZENDIN),10:52
105312,TERMINAL FAZENDINHA,11:14
105811,TERMINAL PORTAO(SENT.OFICINAS),11:32
105607,TERMINAL V.OFICINAS,12:17
105804,TERMINAL PORTAO(SENT.FAZENDIN),13:09
105312,TERMINAL FAZENDINHA,13:30
105811,TERMINAL PORTAO(SENT.OFICINAS),13:48
105607,TERMINAL V.OFICINAS,14:35
105804,TERMINAL PORTAO(SENT.FAZENDIN),15:25
105312,TERMINAL FAZENDINHA,15:46
105811,TERMINAL PORTAO(SENT.OFICINAS),16:04
105607,TERMINAL V.OFICINAS,16:55
105804,TERMINAL PORTAO(SENT.FAZENDIN),17:57
105312,TERMINAL FAZENDINHA,18:21
105811,TERMINAL PORTAO(SENT.OFICINAS),18:43
105607,TERMINAL V.OFICINAS,19:30
105804,TERMINAL PORTAO(SENT.FAZENDIN),20:19
105312,TERMINAL FAZENDINHA,20:37
105811,TERMINAL PORTAO(SENT.OFICINAS),20:53
105607,TERMINAL V.OFICINAS,21:34
105804,TERMINAL PORTAO(SENT.FAZENDIN),22:14
105312,TERMINAL FAZENDINHA,22:35
105811,TERMINAL PORTAO(SENT.OFICINAS),22:52
105607,TERMINAL V.OFICINAS,23:33
105804,TERMINAL PORTAO(SENT.FAZENDIN),00:12
