Linha,901
Tabela,002
num,ponto,horario
106007,TERMINAL SANTA FELICIDADE,05:42
101121,TRAVESSA NESTOR DE CASTRO,06:08
106007,TERMINAL SANTA FELICIDADE,06:34
101121,TRAVESSA NESTOR DE CASTRO,07:02
106007,TERMINAL SANTA FELICIDADE,07:30
101121,TRAVESSA NESTOR DE CASTRO,08:00
106007,TERMINAL SANTA FELICIDADE,08:30
101121,TRAVESSA NESTOR DE CASTRO,09:00
106007,TERMINAL SANTA FELICIDADE,09:30
101121,TRAVESSA NESTOR DE CASTRO,10:00
106007,TERMINAL SANTA FELICIDADE,10:30
101121,TRAVESSA NESTOR DE CASTRO,11:00
106007,TERMINAL SANTA FELICIDADE,11:30
101121,TRAVESSA NESTOR DE CASTRO,12:00
106007,TERMINAL SANTA FELICIDADE,12:30
101121,TRAVESSA NESTOR DE CASTRO,13:00
106007,TERMINAL SANTA FELICIDADE,13:30
101121,TRAVESSA NESTOR DE CASTRO,14:00
106007,TERMINAL SANTA FELICIDADE,14:30
101121,TRAVESSA NESTOR DE CASTRO,15:00
106007,TERMINAL SANTA FELICIDADE,15:30
101121,TRAVESSA NESTOR DE CASTRO,16:00
106007,TERMINAL SANTA FELICIDADE,16:30
101121,TRAVESSA NESTOR DE CASTRO,17:00
106007,TERMINAL SANTA FELICIDADE,17:30
101121,TRAVESSA NESTOR DE CASTRO,18:00
106007,TERMINAL SANTA FELICIDADE,18:30
101121,TRAVESSA NESTOR DE CASTRO,19:00
106007,TERMINAL SANTA FELICIDADE,19:30
101121,TRAVESSA NESTOR DE CASTRO,20:00
106007,TERMINAL SANTA FELICIDADE,20:30
101121,TRAVESSA NESTOR DE CASTRO,21:00
106007,TERMINAL SANTA FELICIDADE,21:30
101121,TRAVESSA NESTOR DE CASTRO,22:00
106007,TERMINAL SANTA FELICIDADE,22:30
101121,TRAVESSA NESTOR DE CASTRO,23:05
190526,TROMBINI/SENTIDO STA.FELICIDAD,23:15
106007,TERMINAL SANTA FELICIDADE,23:38
101121,TRAVESSA NESTOR DE CASTRO,00:06
