Linha,901
Tabela,001
num,ponto,horario
101121,TRAVESSA NESTOR DE CASTRO,05:00
106007,TERMINAL SANTA FELICIDADE,05:25
101121,TRAVESSA NESTOR DE CASTRO,05:50
106007,TERMINAL SANTA FELICIDADE,06:16
101121,TRAVESSA NESTOR DE CASTRO,06:44
106007,TERMINAL SANTA FELICIDADE,07:10
101121,TRAVESSA NESTOR DE CASTRO,07:40
106007,TERMINAL SANTA FELICIDADE,08:10
101121,TRAVESSA NESTOR DE CASTRO,08:40
106007,TERMINAL SANTA FELICIDADE,09:10
101121,TRAVESSA NESTOR DE CASTRO,09:40
106007,TERMINAL SANTA FELICIDADE,10:10
101121,TRAVESSA NESTOR DE CASTRO,10:40
106007,TERMINAL SANTA FELICIDADE,11:10
101121,TRAVESSA NESTOR DE CASTRO,11:40
106007,TERMINAL SANTA FELICIDADE,12:10
101121,TRAVESSA NESTOR DE CASTRO,12:40
106007,TERMINAL SANTA FELICIDADE,13:10
101121,TRAVESSA NESTOR DE CASTRO,13:40
106007,TERMINAL SANTA FELICIDADE,14:05
101121,TRAVESSA NESTOR DE CASTRO,14:30
106007,TERMINAL SANTA FELICIDADE,15:00
101121,TRAVESSA NESTOR DE CASTRO,15:30
106007,TERMINAL SANTA FELICIDADE,16:00
101121,TRAVESSA NESTOR DE CASTRO,16:30
106007,TERMINAL SANTA FELICIDADE,17:00
101121,TRAVESSA NESTOR DE CASTRO,17:30
106007,TERMINAL SANTA FELICIDADE,18:00
101121,TRAVESSA NESTOR DE CASTRO,18:30
106007,TERMINAL SANTA FELICIDADE,19:00
101121,TRAVESSA NESTOR DE CASTRO,19:30
106007,TERMINAL SANTA FELICIDADE,20:00
101121,TRAVESSA NESTOR DE CASTRO,20:30
106007,TERMINAL SANTA FELICIDADE,21:00
101121,TRAVESSA NESTOR DE CASTRO,21:30
106007,TERMINAL SANTA FELICIDADE,22:00
101121,TRAVESSA NESTOR DE CASTRO,22:30
106007,TERMINAL SANTA FELICIDADE,23:00
101121,TRAVESSA NESTOR DE CASTRO,23:30
