Linha,220
Tabela,001
num,ponto,horario
104403,TERMINAL CABRAL,06:00
109107,TERMINAL HAUER CHEGADA,06:50
109110,TERMINAL HAUER,07:00
104403,TERMINAL CABRAL,07:47
109107,TERMINAL HAUER CHEGADA,08:37
109110,TERMINAL HAUER,08:47
104403,TERMINAL CABRAL,09:40
109107,TERMINAL HAUER CHEGADA,10:21
109110,TERMINAL HAUER,10:31
104403,TERMINAL CABRAL,11:11
109107,TERMINAL HAUER CHEGADA,11:55
109110,TERMINAL HAUER,12:05
104403,TERMINAL CABRAL,12:50
109107,TERMINAL HAUER CHEGADA,13:33
109110,TERMINAL HAUER,13:43
104403,TERMINAL CABRAL,14:29
109107,TERMINAL HAUER CHEGADA,15:13
109110,TERMINAL HAUER,15:23
104403,TERMINAL CABRAL,16:07
109107,TERMINAL HAUER CHEGADA,17:02
109110,TERMINAL HAUER,17:12
104403,TERMINAL CABRAL,18:07
109107,TERMINAL HAUER CHEGADA,19:05
109110,TERMINAL HAUER,19:15
104403,TERMINAL CABRAL,19:57
109107,TERMINAL HAUER CHEGADA,20:35
109110,TERMINAL HAUER,20:45
104403,TERMINAL CABRAL,21:25
109107,TERMINAL HAUER CHEGADA,22:03
109110,TERMINAL HAUER,22:13
104403,TERMINAL CABRAL,22:53
